Row #,Species,Count,Location,S/P,Date,LocID,SubID
1086,African Collared-Dove,2,Dulecha--east of town,ET-AF,22 Dec 2014,L3328942,S24918403
1087,White-winged Collared-Dove,5,Dawa River track,ET-OR,05 Jan 2015,L2099169,S24918532
1088,Mourning Collared-Dove,3,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S24918344
1089,Red-eyed Dove,2,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S24918344
1090,Ring-necked Dove,5,Bishangari Lodge,ET-OR,28 Dec 2014,L2825615,S31326376
1091,Vinaceous Dove,60,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S24918344
1092,Red Collared-Dove,15,台中--新烏日高鐵站(Taichung--Xinwuri High Speed Rail Station),TW-TXG,10 Mar 2018,L2288055,S43520347
1093,Spotted Dove,,Kitulgala area,LK-9,25 Mar 2014,L4285654,S27666295
1094,Laughing Dove,3,Dubai Airport,AE-DU,13 Dec 2014,L1077383,S33219186
1095,Brown Cuckoo-Dove,3,Mount Hypipamee National Park--picnic area,AU-QLD,28 Dec 2015,L3594363,S26481645
1096,Amboyna Cuckoo-Dove,2,Nimbokrang--Jalan Korea swamp forest,ID-IJ,05 Jul 2009,L986718,S27885215
1097,Black-billed Cuckoo-Dove,10,Mokwam,ID-IJ,12 Jul 2009,L986185,S27885222
1098,Great Cuckoo-Dove,3,Nimbokrang--KM 8,ID-IJ,06 Jul 2009,L2518822,S32623207
1099,Emerald-spotted Wood-Dove,3,Awash NP--southern section,ET-AF,24 Dec 2014,L1550655,S24918423
1100,Black-billed Wood-Dove,12,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S24918344
1101,Blue-spotted Wood-Dove,1,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S24918344
1102,Tambourine Dove,10,Bishangari Lodge,ET-OR,28 Dec 2014,L2825615,S31326376
1103,Namaqua Dove,7,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S24918344
1104,Asian Emerald Dove,1,Sokabara,JP-47,08 Dec 2013,L4867856,S31164864
1105,Pacific Emerald Dove,1,Col de Böewe,NC-,19 Dec 2015,L4078526,S26371943
1106,Stephan's Dove,1,Nimbokrang--Jalan Korea swamp forest,ID-IJ,05 Jul 2009,L986718,S27885215
1107,Bronze Ground-Dove,1,Arfak Mtns--Camp David and above (>2000m),ID-IJ,15 Jul 2009,L2519375,S27885226
1108,Common Bronzewing,1,Paddabilla Bore (aka Eulo Bore),AU-QLD,06 Jan 2016,L1650663,S26746040
1109,Brush Bronzewing,1,South Bruny National Park--Jetty Beach,AU-TAS,22 Jan 2016,L2628075,S27044065
1110,Crested Pigeon,1,Hasties Swamp National Park,AU-QLD,27 Dec 2015,L930908,S26467993
1111,Squatter Pigeon,21,Granite Gorge Nature Park,AU-QLD,28 Dec 2015,L3324785,S26484702
1112,Wonga Pigeon,2,O'Reilly's Rainforest Retreat,AU-QLD,03 Jan 2016,L921568,S26634550
1113,Diamond Dove,1,Paddabilla Bore (aka Eulo Bore),AU-QLD,06 Jan 2016,L1650663,S26746040
1114,Zebra Dove,1,Magenta Airport lagoon,NC-,20 Dec 2015,L4078528,S26371958
1115,Peaceful Dove,18,"Big Tree near corner of Grafton St and Hartley St, Cairns",AU-QLD,27 Dec 2015,L3913010,S26466898
1116,Bar-shouldered Dove,5,Hasties Swamp National Park,AU-QLD,27 Dec 2015,L930908,S26467993
1117,Inca Dove,2,Rocky Ford (town),US-CO,22 Apr 2001,L338017,S27895708
1118,Common Ground-Dove,,Paton Center for Hummingbirds (Patons' Yard),US-AZ,25 May 2003,L247122,S27896021
1119,Plain-breasted Ground-Dove,2,Reserva Forestal del Caura,VE-F,04 Jan 2007,L1341767,S26161646
1120,Ruddy Ground-Dove,1,Paton Center for Hummingbirds (Patons' Yard),US-AZ,19 Jan 2002,L247122,S26160124
1121,Ecuadorian Ground-Dove,2,Pacoche--Refugio de Vida Silvestre,EC-M,23 May 2006,L1208286,S26162764
1122,Scaled Dove,5,Reserva Biológica de Montecano,VE-I,17 Dec 2006,L2884679,S26161655
1123,Picui Ground-Dove,4,Drive from La Serena to Santiago,CL-CO,31 Jan 2010,L843343,S6591623
1124,Croaking Ground-Dove,12,Pacoche--Refugio de Vida Silvestre,EC-M,20 May 2006,L1208286,S26162595
1125,Blue Ground-Dove,,La Gamba,CR-P,24 Dec 2003,L441807,S30625749
1126,Maroon-chested Ground-Dove,2,Santa Cecilia trail above Paquisha,EC-Z,27 Jan 2013,L2209137,S27897464
1127,Bare-faced Ground-Dove,6,Paso Patapampa,PE-ARE,13 Nov 2009,L605014,S31619840
1128,Black-winged Ground-Dove,11,RN de Junín--Lago Junín/Chinchaycocha,PE-JUN,20 Nov 2009,L846513,S6591535
1129,Golden-spotted Ground-Dove,4,Nazca-Cuzco Highway -- 17km east of Puquio,PE-AYA,29 Mar 2011,L4929649,S31618413
1130,Long-tailed Ground-Dove,2,Pantanal--Pousada Piuval,BR-MT,17 Jun 2015,L891932,S26216802
1131,Purple Quail-Dove,1,Reserva Mangaloma,EC-P,21 Apr 2006,L600104,S26162484
1132,Sapphire Quail-Dove,1,Gareno Lodge,EC-N,07 Jun 2006,L1051380,S26162486
1133,Crested Quail-Dove,1,Blue Mountains NP--Hardwar Gap (general area),JM-02,16 Mar 2016,L877491,S28251230
1134,Ruddy Quail-Dove,,PN Carara--Sendero Quebrada Bonita,CR-P,07 Jan 2004,L442617,S30625677
1135,Violaceous Quail-Dove,1,PN Carara--Sendero Quebrada Bonita,CR-P,07 Jan 2004,L442617,S30625677
1136,White-fronted Quail-Dove,2,Rabo de Gato,DO-10,14 Feb 2016,L296450,S27578046
1137,Key West Quail-Dove,1,El Aceitillar,DO-16,13 Feb 2016,L296441,S27577360
1138,Olive-backed Quail-Dove,1,La Selva (OTS Reserve),CR-H,29 Dec 2003,L436195,S30625720
1139,White-tipped Dove,,Laguna Atascosa National Wildlife Refuge,US-TX,08 Jun 2003,L4855982,S31087791
1140,Caribbean Dove,1,Blue Mountains NP--Woodside track,JM-02,16 Mar 2016,L3228723,S28256182
1141,Gray-chested Dove,,PN Carara--Sendero La Meandrica,CR-P,06 Jan 2004,L442257,S30625683
1142,Tolima Dove,10,Clarita Botero,CO-TOL,01 Jul 2011,L1252498,S26147721
1143,Ochre-bellied Dove,3,Reserva Jorupe,EC-L,17 Dec 2007,L523899,S26162765
1144,Gray-headed Dove,1,Santa Maria Jacatepec--Sumichrast's Wren Area,MX-OAX,22 Mar 2015,L3530481,S26233111
1145,Gray-fronted Dove,1,Jatun Sacha Biological Station,EC-N,04 Jun 2006,L471355,S26162439
1146,Pallid Dove,4,Reserva Mangaloma,EC-P,05 Apr 2006,L600104,S26162418
1147,Large-tailed Dove,1,Chapare Region--Miguelito Substation Rd.,BO-C,19 Aug 2013,L997183,S15100352
1148,Tuxtla Quail-Dove,5,Reserva de la Biosfera Los Tuxtlas--Carretera San Andrés Tuxtla-Ruiz Cortines,MX-VER,13 Jan 2006,L1336031,S26225947
1149,Buff-fronted Quail-Dove,2,Monteverde--Bajo del Tigre,CR-P,10 Jul 2016,L436930,S30636679
1150,Purplish-backed Quail-Dove,2,Las Heliconias Lodge and hanging bridges,CR-A,22 Feb 2011,L1469245,S31113117
1151,White-faced Quail-Dove,1,Tlanchinol--Senda Lontla,MX-HID,01 Jan 2006,L2397624,S26225684
1152,White-throated Quail-Dove,2,Cascada de San Rafael--Entrance road and trail to waterfall,EC-N,29 Apr 2006,L577535,S26162777
1153,Lined Quail-Dove,1,PN Henri Pittier--Rancho Grande 2,VE-D,20 Dec 2006,L721149,S26161651
1154,Chiriqui Quail-Dove,1,PN Braulio Carrillo--Quebrada González,CR-SJ,10 Feb 2011,L441815,S31113162
1155,Russet-crowned Quail-Dove,4,PN Darién--Rancho Plástico,PA-5,20 Mar 2013,L2697900,S36651598
1156,West Peruvian Dove,3,Pacoche--Refugio de Vida Silvestre,EC-M,20 May 2006,L1208286,S26162595
1157,White-winged Dove,,Hatch,US-NM,24 May 2003,L3999451,S27858317
1158,Zenaida Dove,20,Bosque Estatal de Río Abajo,PR-AC,08 Feb 2016,L323783,S27374682
1159,Eared Dove,2,Parque El Ejido,EC-P,03 Apr 2006,L471609,S26224897
1160,Mourning Dove,,Great Gull Island,US-NY,01 Jan 1900,L976281,S44995051
1161,Nicobar Pigeon,1,Senapang Island,ID-IJ,24 Jul 2009,L4321997,S27887356
1162,Cinnamon Ground-Dove,1,Mokwam,ID-IJ,12 Jul 2009,L986185,S27885222
1163,Pheasant Pigeon,3,Batanta I.--Walibed,ID-IJ,23 Jul 2009,L984639,S27885234
1164,Western Crowned-Pigeon,2,Sulawati I.--Kalyan,ID-IJ,24 Jul 2009,L984714,S27885235
1165,Victoria Crowned-Pigeon,1,Nimbokrang--KM 8,ID-IJ,08 Jul 2009,L2518822,S27885218
1166,Orange-breasted Pigeon,,Uda Walawe NP,LK-8,01 Apr 2014,L1122655,S27680425
1167,Sri Lanka Green-Pigeon,,Kitulgala area,LK-9,26 Mar 2014,L4285654,S27666382
1168,Bruce's Green-Pigeon,25,Gambela--Dembidolo Road,ET-GA,15 Dec 2014,L3221857,S24918345
1169,African Green-Pigeon,5,Kruger NP,ZA-MP,25 Sep 2015,L4060787,S26238773
1170,White-bellied Pigeon,7,御池 (Lake Miike),JP-45,24 Dec 2013,L1483582,S26147517
1171,Whistling Green-Pigeon,7,Sokabara,JP-47,08 Dec 2013,L4867856,S31164864
1172,Wompoo Fruit-Dove,12,Mount Hypipamee National Park--picnic area,AU-QLD,28 Dec 2015,L3594363,S26481645
1173,Pink-spotted Fruit-Dove,1,Nimbokrang--Jalan Korea swamp forest,ID-IJ,06 Jul 2009,L986718,S27885216
1174,Orange-fronted Fruit-Dove,1,Senapang Island,ID-IJ,24 Jul 2009,L4321997,S27887356
1175,Superb Fruit-Dove,1,Arfak Mtns--Camp David and above (>2000m),ID-IJ,16 Jul 2009,L2519375,S27885227
1176,Rose-crowned Fruit-Dove,2,Cairns Esplanade--north end,AU-QLD,01 Jan 2016,L3946551,S26569788
1177,Red-bellied Fruit-Dove,9,Wé antennae road,NC-,21 Dec 2015,L4852048,S26439886
1178,Coroneted Fruit-Dove,1,Nimbokrang--Jalan Korea swamp forest,ID-IJ,07 Jul 2009,L986718,S27885217
1179,Beautiful Fruit-Dove,1,Nimbokrang--KM 8,ID-IJ,08 Jul 2009,L2518822,S27885218
1180,White-breasted Fruit-Dove,1,Mokwam,ID-IJ,13 Jul 2009,L986185,S27885223
1181,Orange-bellied Fruit-Dove,1,Nimbokrang--Jalan Korea swamp forest,ID-IJ,05 Jul 2009,L986718,S27885215
1182,Cloven-feathered Dove,28,Parc les Grandes Fougeres--access road,NC-,18 Dec 2015,L3887269,S26369771
1183,Green Imperial-Pigeon,,Kitulgala area,LK-9,26 Mar 2014,L4285654,S27666382
1184,Pacific Imperial-Pigeon,1,PePe's Thicketbird site,NC-,19 Dec 2015,L3887282,S26369932
1185,Spice Imperial-Pigeon,40,Senapang Island,ID-IJ,24 Jul 2009,L4321997,S27887356
1186,Purple-tailed Imperial-Pigeon,2,Nimbokrang--Jalan Korea swamp forest,ID-IJ,05 Jul 2009,L986718,S27885215
1187,Rufescent Imperial-Pigeon,1,Arfak Mtns--Camp David and above (>2000m),ID-IJ,16 Jul 2009,L2519375,S27885227
1188,New Caledonian Imperial-Pigeon,7,Parc les Grandes Fougeres--access road,NC-,18 Dec 2015,L3887269,S26369771
1189,Pinon's Imperial-Pigeon,1,Nimbokrang--Jalan Korea swamp forest,ID-IJ,05 Jul 2009,L986718,S27885215
1190,Zoe Imperial-Pigeon,6,Nimbokrang--Jalan Korea swamp forest,ID-IJ,05 Jul 2009,L986718,S27885215
1191,Pied Imperial-Pigeon,1,Taxi ride between Nassau and the airport,BS-NP,23 May 2016,L4632396,S29856462
1192,Torresian Imperial-Pigeon,10,"Parramatta Park, Cairns 1' Cell",AU-QLD,27 Dec 2015,L2541140,S26468439
1193,Topknot Pigeon,8,O'Reilly's Rainforest Retreat,AU-QLD,03 Jan 2016,L921568,S26634550
1194,Papuan Mountain-Pigeon,2,Arfak Mtns--Camp David and above (>2000m),ID-IJ,15 Jul 2009,L2519375,S27885226
1195,Hoatzin,7,Gareno Lodge,EC-N,08 Jun 2006,L1051380,S26162752
1196,Livingstone's Turaco,3,St Lucia--Igwalagwala Trail,ZA-NL,29 Sep 2015,L2903807,S26215154
1197,Knysna Turaco,10,Wilderness NP,ZA-WC,16 Sep 2015,L1144155,S26215178
1198,White-cheeked Turaco,1,Debre Libanos Monastery,ET-OR,19 Dec 2014,L1550645,S24918382
1199,Prince Ruspoli's Turaco,1,Genale River area,ET-OR,03 Jan 2015,L2099176,S24918522
1200,Purple-crested Turaco,1,Kruger NP--Berg-en-Dal Rest Camp,ZA-MP,23 Sep 2015,L957419,S26215161
1201,Bare-faced Go-away-bird,3,Yabello--west side of town,ET-OR,07 Jan 2015,L3284841,S24918573
1202,Gray Go-away-bird,2,Kruger NP--Berg-en-Dal Rest Camp,ZA-MP,23 Sep 2015,L957419,S26215161
1203,White-bellied Go-away-bird,2,Afar Plains -- first spot,ET-AF,22 Dec 2014,L3314774,S24918406
1204,Eastern Plantain-eater,2,Melka Ghebdu,ET-AM,21 Dec 2014,L1550664,S24918401
1205,Guira Cuckoo,16,Rio Mizque Valley,BO-C,17 Aug 2013,L998867,S15100361
1206,Greater Ani,7,Gareno Lodge,EC-N,08 Jun 2006,L1051380,S26162752
1207,Smooth-billed Ani,,Interamericana near Cd Neily,CR-P,23 Dec 2003,L3828574,S30625753
1208,Groove-billed Ani,,Frontera Audubon Center (LTC 058),US-TX,09 Jun 2003,L209876,S30666109
1209,Striped Cuckoo,,San Vito--aeropeurto y lagunas San Joaquin,CR-P,22 Dec 2003,L446379,S30625758
1210,Pheasant Cuckoo,1,Chapada dos Guimarães--Vale da Bencão,BR-MT,05 Oct 2012,L1465427,S27901963
1211,Pavonine Cuckoo,1,Camino del Túnel de San Isidro,VE-E,13 Jan 2007,L777106,S26161673
1212,Lesser Ground-Cuckoo,,PN Santa Rosa,CR-G,02 Jan 2004,L329356,S30625699
1213,Lesser Roadrunner,1,Barranca del Agua,MX-COL,20 Nov 2006,L305926,S26225680
1214,Greater Roadrunner,2,Two Buttes State Wildlife Area,US-CO,12 May 2001,L140457,S27858673
1215,Rufous-vented Ground-Cuckoo,,Yasuni Biological Research Station,EC-D,23 Aug 2010,L685430,S27897466
1216,Scaled Ground-Cuckoo,1,Cristalino Jungle Lodge,BR-MT,16 Sep 2009,L4057506,S27892883
1217,Banded Ground-Cuckoo,1,Reserva Mangaloma,EC-P,18 Apr 2006,L600104,S26162425
1218,Greater Black Coucal,5,Nimbokrang--Jalan Korea swamp forest,ID-IJ,05 Jul 2009,L986718,S27885215
1219,Green-billed Coucal,,Kitulgala area,LK-9,26 Mar 2014,L4285654,S27666382
1220,Senegal Coucal,1,Gambela--Dembidolo Road,ET-GA,15 Dec 2014,L3221857,S24918345
1221,Blue-headed Coucal,2,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S24918344
1222,White-browed Coucal,1,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S24918344
1223,Greater Coucal,,Kitulgala area,LK-9,25 Mar 2014,L4285654,S27666295
1224,Lesser Coucal,2,南投--鹿谷清水溝溪河川魚蝦保護區(Nantou--Qingchuigo Creek Reiver Fish Reserve),TW-NAN,17 Mar 2018,L7066947,S43710709
1225,Lesser Black Coucal,5,Nimbokrang -- general area,ID-IJ,09 Jul 2009,L5092093,S32624835
1226,Pheasant Coucal,2,Walkamin,AU-QLD,28 Dec 2015,L2540550,S26483769
1227,Green Malkoha,1,Eshowe--Dlinza Forest,ZA-NL,29 Sep 2015,L957744,S26215151
1228,Sirkeer Malkoha,,Uda Walawe NP,LK-8,01 Apr 2014,L1122655,S27680425
1229,Red-faced Malkoha,,Kitulgala area,LK-9,27 Mar 2014,L4285654,S27666383
1230,Blue-faced Malkoha,,Uda Walawe NP,LK-8,01 Apr 2014,L1122655,S27680425
1231,Great Spotted Cuckoo,1,Awash NP--southern section,ET-AF,23 Dec 2014,L1550655,S24918421
1232,Levaillant's Cuckoo,2,Kruger NP--Lower Sabie Rest Camp,ZA-MP,16 Oct 2015,L2054682,S26256981
1233,Little Cuckoo,4,Reserva Mangaloma,EC-P,06 Apr 2006,L600104,S26162419
1234,Squirrel Cuckoo,,Wilson Botanical Garden (OTS Las Cruces),CR-P,22 Dec 2003,L441320,S30625757
1235,Black-bellied Cuckoo,1,Gareno Lodge,EC-N,06 Jun 2006,L1051380,S26162751
1236,Dark-billed Cuckoo,1,"Tena--Parque Amazonico ""La Isla""",EC-N,03 Jun 2006,L858967,S26162636
1237,Yellow-billed Cuckoo,1,Chatfield State Park,US-CO,15 May 2001,L4317432,S27858560
1238,Pearly-breasted Cuckoo,2,Cristalino Jungle Lodge,BR-MT,08 Oct 2012,L4057506,S27892828
1239,Mangrove Cuckoo,1,Crocodile Lake NWR,US-FL,03 Jun 2003,L1018736,S27858094
1240,Black-billed Cuckoo,,Putnam,US-NY,01 Jun 1900,L112630,S44995348
1241,Gray-capped Cuckoo,,Ayampe--vicinity,EC-M,16 Jan 2008,L600075,S27897465
1242,Chestnut-bellied Cuckoo,1,Blue Mountains NP--Hardwar Gap (general area),JM-02,16 Mar 2016,L877491,S28251230
1243,Bay-breasted Cuckoo,3,La Placa,DO-10,15 Feb 2016,L4273287,S27588814
1244,Jamaican Lizard-Cuckoo,1,Blue Mountains NP--Hardwar Gap (general area),JM-02,16 Mar 2016,L877491,S28251230
1245,Puerto Rican Lizard-Cuckoo,6,Bosque Estatal de Río Abajo,PR-AC,08 Feb 2016,L323783,S27374682
1246,Great Lizard-Cuckoo,3,Maiden Hair Coppice,BS-NS,21 May 2016,L2866298,S29830501
1247,Hispaniolan Lizard-Cuckoo,3,Jardín Botánico Nacional,DO-01,12 Feb 2016,L352473,S27577264
1248,Dwarf Koel,1,Nimbokrang--KM 8,ID-IJ,08 Jul 2009,L2518822,S27885218
1249,Asian Koel,,Kitulgala area,LK-9,25 Mar 2014,L4285654,S27666295
1250,Pacific Koel,1,Nimbokrang--KM 8,ID-IJ,06 Jul 2009,L2518822,S32623207
1251,Channel-billed Cuckoo,2,Nimbokrang--Jalan Korea swamp forest,ID-IJ,07 Jul 2009,L986718,S27885217
1252,Dideric Cuckoo,1,Gambela--Dembidolo Road,ET-GA,15 Dec 2014,L3221857,S24918345
1253,Klaas's Cuckoo,2,Wondo Genet Forestry College,ET-SN,30 Dec 2014,L2099184,S24918486
1254,African Emerald Cuckoo,1,Jemma Valley--tributary south of river crossing,ET-AM,20 Dec 2014,L3284861,S24918393
1255,Horsfield's Bronze-Cuckoo,1,Hurricane Road,AU-QLD,29 Dec 2015,L4103109,S26505394
1256,Shining Bronze-Cuckoo,1,Wé antennae road,NC-,21 Dec 2015,L4852048,S26439886
1257,White-eared Bronze-Cuckoo,5,Mokwam,ID-IJ,13 Jul 2009,L986185,S27885223
1258,Little Bronze-Cuckoo,1,Nimbokrang--Jalan Korea swamp forest,ID-IJ,10 Jul 2009,L986718,S27885220
1259,Pallid Cuckoo,1,Paddabilla Bore (aka Eulo Bore),AU-QLD,06 Jan 2016,L1650663,S26746040
1260,Chestnut-breasted Cuckoo,2,Mokwam,ID-IJ,13 Jul 2009,L986185,S27885223
1261,Fan-tailed Cuckoo,1,Mokwam,ID-IJ,13 Jul 2009,L986185,S27885223
1262,Banded Bay Cuckoo,,Kitulgala area,LK-9,26 Mar 2014,L4285654,S27666382
1263,Gray-bellied Cuckoo,,Yala National Park (General),LK-3,02 Apr 2014,L1122648,S27680427
1264,Brush Cuckoo,1,Nimbokrang--Jalan Korea swamp forest,ID-IJ,09 Jul 2009,L986718,S27885219
1265,Common Hawk-Cuckoo,,Kitulgala area,LK-9,26 Mar 2014,L4285654,S27666382
1266,Red-chested Cuckoo,1,Mkhuze Game Reserve,ZA-NL,28 Sep 2015,L1070004,S26215155
1267,African Cuckoo,2,Goba,ET-OR,03 Nov 2015,L4033423,S26045517
1268,Common Cuckoo,2,"RU-Republic of Buryatia-Ivolginskiy rayon (51.5614,106.9974)",RU-BU,18 Jun 2017,L6000662,S37716183
1269,Oriental Cuckoo,5,"RU-Irkutsk-Slyudyanskiy rayon (51.3940,104.6542)",RU-BU,20 Jun 2017,L6000691,S37716258
1270,Sooty Owl,1,Arfak Mtns--Syoubri to Garden House (1350-1800m),ID-IJ,14 Jul 2009,L2519107,S27885224
1271,Australian Masked-Owl,1,Waterworks Reserve (Dynnyrne/Ridgeway),AU-TAS,22 Jan 2016,L1206912,S27057819
1272,African Grass-Owl,1,Elandsvlei Wetland,ZA-GT,26 Sep 2015,L2499908,S26215158
1273,Barn Owl,1,Fort Lyon Wildlife Easement,US-CO,04 May 2001,L131602,S27858097
1274,Ashy-faced Owl,2,El Aceitillar,DO-16,13 Feb 2016,L296441,S27577357
1275,Serendib Scops-Owl,,Kitulgala area,LK-9,26 Mar 2014,L4285654,S27666382
1276,Mountain Scops-Owl,1,嘉義--竹崎頂笨仔觀星園(火金姑民宿)(Chiayi--Zhuqi Dingbenzai Camping Site (Firefly Hostel)),TW-CYQ,12 Mar 2018,L3463123,S43583867
1277,Indian Scops-Owl,2,Uda Walawe NP,LK-8,01 Apr 2014,L1122655,S27680425
1278,Collared Scops-Owl,1,南投--集集特有生物研究保育中心(Nantou--Jiji Endemic Species Research Institute),TW-NAN,16 Mar 2018,L1043278,S43686439
1279,Japanese Scops-Owl,1,Sokabara,JP-47,08 Dec 2013,L4867856,S31164792
1280,Ryukyu Scops-Owl,5,Sokabara,JP-47,08 Dec 2013,L4867856,S31164792
1281,African Scops-Owl,2,Mkhuze Game Reserve,ZA-NL,27 Sep 2015,L1070004,S26215157
1282,Flammulated Owl,1,Mud Spring Campground,US-CO,24 May 2007,L3029761,S31135402
1283,Western Screech-Owl,1,Cottonwood Canyon (Baca Co.),US-CO,10 Sep 2005,L140458,S27878665
1284,Eastern Screech-Owl,,Sea Cliff area,US-NY,01 Jan 1900,L7291457,S44995186
1285,Balsas Screech-Owl,2,Microondas La Cumbre,MX-COL,31 May 2015,L262140,S26159964
1286,Pacific Screech-Owl,,PN Santa Rosa--Casona,CR-G,01 Jan 2004,L425676,S30625701
1287,Whiskered Screech-Owl,1,Cave Creek Canyon,US-AZ,31 May 2009,L128939,S31135366
1288,Tropical Screech-Owl,1,Gareno Lodge,EC-N,07 Jun 2006,L1051380,S26162486
1289,Peruvian Screech-Owl,1,Pacoche--Refugio de Vida Silvestre,EC-M,25 May 2006,L1208286,S26162594
1290,Koepcke's Screech-Owl,1,Satipo campsite,PE-JUN,24 Nov 2009,L846524,S6591539
1291,Bearded Screech-Owl,2,Reserva Ecológica Huitepec,MX-CHP,08 Jan 2006,L285261,S26225830
1292,Colombian Screech-Owl,1,Bellavista Cloud Forest Lodge,EC-P,15 Apr 2006,L468896,S26162809
1293,Rufescent Screech-Owl,,WildSumaco Lodge,EC-N,26 Jan 2012,L858993,S27897457
1294,Cinnamon Screech-Owl,2,ACP Abra Patricia--Trocha Royal Sunangel,PE-AMA,04 Jan 2010,L3325698,S6591595
1295,Tawny-bellied Screech-Owl,1,Gareno Lodge,EC-N,08 Jun 2006,L1051380,S26162752
1296,Vermiculated Screech-Owl,,La Selva (OTS Reserve),CR-H,27 Dec 2003,L436195,S30625724
1297,Bare-shanked Screech-Owl,1,"Savegre Valley, Costa Rica",CR-SJ,28 Feb 2013,L2714707,S27833967
1298,Puerto Rican Screech-Owl,2,Bosque Estatal de Río Abajo,PR-AC,08 Feb 2016,L323783,S27374682
1299,White-throated Screech-Owl,1,Cordillera Guacamayos--Trail from parking area,EC-N,23 Jun 2006,L468859,S26162815
1300,Northern White-faced Owl,2,Awash NP--southern section,ET-AF,23 Dec 2014,L1550655,S24918421
1301,Crested Owl,2,La Selva (OTS Reserve),CR-H,27 Dec 2003,L436195,S30625724
1302,Spectacled Owl,1,PN Santa Rosa--Casona,CR-G,01 Jan 2004,L425676,S30625701
1303,Band-bellied Owl,1,Villa Rica to Huancayo,PE-JUN,23 Nov 2009,L846538,S6591538
1304,Great Horned Owl,,Sea Cliff area,US-NY,01 Jan 1900,L7291457,S44995186
1305,Cape Eagle-Owl,1,Wassama Gorge,ET-OR,30 Dec 2014,L2099196,S24918490
1306,Spotted Eagle-Owl,1,Kirstenbosch Botanical Garden,ZA-WC,11 Sep 2015,L920289,S26215188
1307,Grayish Eagle-Owl,2,Gambela--Dembidolo Road,ET-GA,15 Dec 2014,L3221857,S24918345
1308,Spot-bellied Eagle-Owl,2,Siharaja Forest Reserve  ,LK-9,30 Mar 2014,L936689,S27666476
1309,Verreaux's Eagle-Owl,1,Wondo Genet Forestry College,ET-SN,30 Dec 2014,L2099184,S24918486
1310,Snowy Owl,2,Parker River NWR,US-MA,06 Mar 2010,L129046,S6092631
1311,Blakiston's Fish-Owl,3,羅臼町--鷲の宿民宿 (Rausu--Washi-no-yado Inn),JP-01,25 Dec 2013,L1557875,S26147519
1312,Brown Fish-Owl,,Siharaja Forest Reserve  ,LK-9,29 Mar 2014,L936689,S27666475
1313,Pel's Fishing-Owl,1,Mkhuze Game Reserve,ZA-NL,28 Sep 2015,L1070004,S26215155
1314,Northern Hawk Owl,1,Welcome,CA-ON,04 Feb 2005,L4863524,S31135436
1315,Collared Owlet,2,"Dahua Highway, Jhuci Township TW-Taiwan (23.4756,120.6896)",TW-CYQ,11 Mar 2018,L7055018,S43583872
1316,Pearl-spotted Owlet,3,Sof Omar Caves,ET-OR,01 Jan 2015,L3160299,S24918510
1317,Northern Pygmy-Owl,1,North Vancouver--Maplewood Conservation Area,CA-BC,28 Dec 2004,L164543,S31520826
1318,Costa Rican Pygmy-Owl,1,Cerro de la Muerte--Rest. La Georgina,CR-C,06 Feb 2011,L1126285,S31113261
1319,Cloud-forest Pygmy-Owl,1,Bellavista Cloud Forest Lodge,EC-P,15 Apr 2006,L468896,S26162809
1320,Andean Pygmy-Owl,1,RNA Loro Orejiamarillo (Yellow-eared Parrot Reserve),CO-ANT,28 Jul 2008,L604060,S27890598
1321,Yungas Pygmy-Owl,1,Bosque Unchog (Valqui D5.3),PE-HUC,11 Dec 2009,L602837,S6591565
1322,Subtropical Pygmy-Owl,1,"Tepui Trail, Cabañas Yankuam",EC-Z,30 Jan 2013,L4064080,S26261376
1323,Central American Pygmy-Owl,1,Nusagandi,PA-KY,16 Mar 2013,L1345857,S30658924
1324,Tamaulipas Pygmy-Owl,3,Camino El Maguey,MX-SLP,31 Dec 2005,L454902,S26225688
1325,Colima Pygmy-Owl,1,Microondas La Cumbre,MX-COL,20 Nov 2006,L262140,S26225633
1326,Amazonian Pygmy-Owl,2,Cristalino Jungle Lodge,BR-MT,27 Aug 2009,L4057506,S27892907
1327,Least Pygmy-Owl,,PE Intervales,BR-SP,01 Oct 2014,L972187,S27901961
1328,Ferruginous Pygmy-Owl,2,PN Palo Verde--OTS Station and marsh,CR-G,02 Jan 2004,L893017,S30625697
1329,Austral Pygmy-Owl,,SN Laguna El Peral,CL-VS,03 Nov 2012,L551450,S27876028
1330,Peruvian Pygmy-Owl,1,Pacoche--Refugio de Vida Silvestre,EC-M,20 May 2006,L1208286,S26162595
1331,Jungle Owlet,,Uda Walawe NP,LK-8,01 Apr 2014,L1122655,S27680425
1332,Chestnut-backed Owlet,,Kitulgala area,LK-9,26 Mar 2014,L4285654,S27666382
1333,Long-whiskered Owlet,,ACP Abra Patricia--Owlet Lodge,PE-AMA,16 Oct 2011,L1849237,S27901956
1334,Elf Owl,6,Cave Creek Canyon,US-AZ,31 May 2009,L128939,S31135366
