Row #,Species,Count,Location,S/P,Date,LocID,SubID
1,Common Ostrich,,West Coast NP,ZA-WC,14 Sep 2015,L930821,S26215183
2,Somali Ostrich,5,Aledeghi Wildlife Reserve,ET-AF,23 Dec 2014,L2846177,S24918414
3,Greater Rhea,,Barba Azul Nature Reserve,BO-B,12 Sep 2014,L1133586,S28880641
4,Lesser Rhea,2,Buque Quemado,CL-MA,26 Oct 2011,L822631,S31519480
5,Tawny-breasted Tinamou,1,RNA Loro Orejiamarillo (Yellow-eared Parrot Reserve),CO-ANT,28 Jul 2008,L604060,S27890598
6,Hooded Tinamou,3,Abra Maruncunca (Valqui 7.3),PE-PUN,08 Nov 2009,L2293372,S27891713
7,Gray Tinamou,2,PN Podocarpus--Río Bombuscaro,EC-Z,22 Dec 2007,L482424,S26162591
8,Solitary Tinamou,1,PE Intervales,BR-SP,14 Nov 2015,L972187,S26217582
9,Black Tinamou,,WildSumaco Lodge,EC-N,26 Jan 2012,L858993,S27897457
10,Great Tinamou,1,Wilson Botanical Garden (OTS Las Cruces),CR-P,23 Dec 2003,L441320,S30625754
11,White-throated Tinamou,1,Yasuni Biological Research Station,EC-D,04 Jan 2008,L685430,S26162748
12,Cinereous Tinamou,2,Gareno Lodge,EC-N,06 Jun 2006,L1051380,S26162751
13,Berlepsch's Tinamou,,Playa de Oro Reserva de Los Tigrillos,EC-E,25 Feb 2012,L615475,S27897458
14,Little Tinamou,,San Vito--aeropeurto y lagunas San Joaquin,CR-P,22 Dec 2003,L446379,S30625758
15,Brown Tinamou,1,Carretera La Cumbre,PE-PAS,22 Nov 2009,L846536,S6591537
16,Undulated Tinamou,2,Gareno Lodge,EC-N,08 Jun 2006,L1051380,S26162752
17,Pale-browed Tinamou,1,Pacoche--Refugio de Vida Silvestre,EC-M,22 May 2006,L1208286,S26162762
18,Brazilian Tinamou,,Explorer's Inn,PE-MDD,09 Apr 2011,L768519,S27901955
19,Gray-legged Tinamou,1,RN Allpahuayo Mishana,PE-LOR,29 Dec 2009,L3633118,S6591590
20,Red-legged Tinamou,1,PN Henri Pittier--Carretera a Cumboto,VE-D,20 Dec 2006,L2328194,S26161647
21,Black-capped Tinamou,2,Región Oceanía (Dept. Loreto),PE-MDD,30 Oct 2009,L492610,S27666844
22,Slaty-breasted Tinamou,1,Reserva de la Biosfera Los Tuxtlas--Carretera San Andrés Tuxtla-Ruiz Cortines,MX-VER,13 Jan 2006,L1336031,S26225947
23,Choco Tinamou,1,PN Darién--below Rancho Plastico,PA-5,21 Mar 2013,L4859984,S31113404
24,Variegated Tinamou,2,Reserva Forestal del Caura,VE-F,04 Jan 2007,L1341767,S26161646
25,Thicket Tinamou,,PN Santa Rosa--Casona,CR-G,31 Dec 2003,L425676,S30625702
26,Bartlett's Tinamou,1,Yasuni Biological Research Station,EC-D,04 Jan 2008,L685430,S26162748
27,Small-billed Tinamou,6,Riberalta--Pampa San Lorenzo,BO-B,30 Aug 2013,L2339144,S15100312
28,Tataupa Tinamou,3,Morro Calzada,PE-SAM,21 Dec 2009,L976328,S6591581
29,Red-winged Tinamou,26,Riberalta--Pampa San Lorenzo,BO-B,30 Aug 2013,L2339144,S15100312
30,Huayco Tinamou,5,Corani Dam Area,BO-C,20 Aug 2013,L1008541,S15100349
31,Taczanowski's Tinamou,,Santuario Nacional de Ampay,PE-APU,26 Mar 2011,L492956,S27901953
32,Ornate Tinamou,1,Nazca-Cuzco Highway -- 17km east of Puquio,PE-AYA,29 Mar 2011,L4929649,S31618413
33,Chilean Tinamou,,Nahuelbuta entrance road,CL-AR,11 Nov 2011,L4320386,S27876915
34,Andean Tinamou,3,Nazca-Cuzco Highway -- 11km east of Puquio,PE-AYA,29 Mar 2011,L4929652,S31618510
35,Curve-billed Tinamou,1,Reserva Yanacocha,EC-P,02 Jul 2013,L1396997,S27897459
36,Darwin's Nothura,,Juliaca-Putina Road,PE-PUN,06 Nov 2009,L4324009,S27901954
37,Puna Tinamou,,Juliaca-Putina Road,PE-PUN,06 Nov 2009,L4324009,S27901954
38,Patagonian Tinamou,9,Meseta del Lago Strobel,AR-Z,02 Feb 2015,L2761584,S26238102
39,Southern Cassowary,5,Etty Bay,AU-QLD,01 Jan 2016,L921536,S26570978
40,Northern Cassowary,1,Nimbokrang--Jalan Korea swamp forest,ID-IJ,09 Jul 2009,L986718,S27885219
41,Emu,7,Moonie Hwy at 27.98x149.435,AU-QLD,06 Jan 2016,L4136802,S26748351
42,Horned Screamer,2,Laguna Cocococha,PE-MDD,10 Apr 2011,L3613620,S31626386
43,Southern Screamer,2,Trinidad Airport,BO-B,28 Aug 2013,L2337823,S15100319
44,Magpie Goose,1,"Parramatta Park, Cairns 1' Cell",AU-QLD,27 Dec 2015,L2541140,S26468439
45,Plumed Whistling-Duck,30,Hasties Swamp National Park,AU-QLD,27 Dec 2015,L930908,S26467993
46,White-faced Whistling-Duck,350,Between San Fernando de Apure and Rio Capanaparo,VE-C,07 Jan 2007,L4052258,S26161773
47,Black-bellied Whistling-Duck,,Patagonia Lake State Park,US-AZ,25 May 2003,L129050,S27858021
48,West Indian Whistling-Duck,1,Reserva Natural Laguna Cartagena,PR-LJ,10 Feb 2016,L323787,S27409223
49,Fulvous Whistling-Duck,18,Santa Ana NWR,US-TX,09 Jun 2003,L521782,S27858068
50,Wandering Whistling-Duck,10,Pond just south of Belson Road,AU-QLD,28 Dec 2015,L4100682,S26480733
51,Lesser Whistling-Duck,,Tissamaharama area,LK-3,01 Apr 2014,L4288327,S27680426
52,White-backed Duck,1,Lake Awassa Fish Market,ET-SN,10 Jan 2015,L2099159,S24918589
53,Emperor Goose,1,Ocean Shores -- Golf Course,US-WA,24 Dec 2011,L356946,S31538085
54,Snow Goose,,Hammonasset Beach SP,US-CT,12 Oct 1998,L298379,S27878656
55,Ross's Goose,2,Chatfield State Park,US-CO,19 Nov 2000,L4317432,S27858436
56,Graylag Goose,,Amsterdam--Schipol Airport,NL-NH,12 Dec 2014,L2913932,S33219317
57,Greater White-fronted Goose,30,Hwy. 205--Burns to Malheur NWR,US-OR,22 Mar 2001,L915750,S31531091
58,Taiga Bean-Goose,30,加賀市--片野鴨池/鴨池観察館 (Kaga--Katano Kamoike / Kamoike Observation Center),JP-17,19 Dec 2013,L1483149,S26147484
59,Tundra Bean-Goose,2,加賀市--片野鴨池/鴨池観察館 (Kaga--Katano Kamoike / Kamoike Observation Center),JP-17,19 Dec 2013,L1483149,S26147484
60,Pink-footed Goose,1,Fisher Meadows Recreation Area,US-CT,03 Dec 2015,L733301,S26122851
61,Brant,,Great Gull Island,US-NY,01 Jan 1900,L976281,S44995051
62,Barnacle Goose,1,Newtown,US-CT,08 Dec 2005,L4864864,S31144501
63,Cackling Goose,1,Chatfield State Park,US-CO,22 Jul 2001,L4317432,S27858520
64,Canada Goose,,Sea Cliff area,US-NY,01 Jan 1900,L7291457,S44995186
65,Cape Barren Goose,8,"Lakeland Wetlands, Lara",AU-VIC,19 Jan 2016,L2548472,S26993071
66,Freckled Duck,2,Sutherlands Lake,AU-NSW,08 Jan 2016,L2555353,S26767858
67,Blue-winged Goose,1,Debre Libanos--Lodge and Portuguese Bridge,ET-OR,19 Dec 2014,L1550631,S24918383
68,Mute Swan,,Sea Cliff area,US-NY,01 Jan 1900,L7291457,S44995186
69,Black Swan,7,Walkamin,AU-QLD,28 Dec 2015,L2540550,S26483769
70,Black-necked Swan,74,Chacao,CL-LL,04 Feb 2010,L488817,S6591636
71,Trumpeter Swan,18,Astoria (general location),US-OR,23 Mar 2001,L4917833,S31531089
72,Tundra Swan,33,Lower Klamath NWR (CA side),US-CA,27 Mar 2001,L373417,S31087779
73,Whooper Swan,12,羅臼村--羅臼漁港 (Rausu--Rausu Fishing Port),JP-01,26 Dec 2013,L1557969,S26147524
74,Coscoroba Swan,2,Caulín,CL-LL,05 Feb 2010,L516521,S6591644
75,Comb Duck,1,Loja-Macara bus,EC-L,09 Jan 2010,L863247,S6591603
76,Orinoco Goose,4,Between La Ye and Guasdalito,VE-C,08 Jan 2007,L4052254,S26161774
77,Andean Goose,5,Paso Patapampa,PE-ARE,13 Nov 2009,L605014,S31619840
78,Upland Goose,4,Laguna del Maule and environs,CL-ML,03 Feb 2010,L843341,S6591631
79,Kelp Goose,17,MN Islotes de Puñihuil,CL-LL,05 Feb 2010,L571412,S6591638
80,Ashy-headed Goose,15,Yaldad,CL-LL,07 Feb 2010,L846316,S6591655
81,Ruddy-headed Goose,4,MN Laguna de los Cisnes--Laguna Verde,CL-MA,26 Oct 2011,L981686,S31519297
82,Egyptian Goose,2,Matheson Hammock Park,US-FL,25 May 2012,L127425,S31085513
83,Ruddy Shelduck,2,Bale Mts--Goba escarpment,ET-OR,31 Dec 2014,L2099193,S24918497
84,South African Shelduck,2,Karoo NP,ZA-WC,18 Sep 2015,L922586,S26215172
85,Australian Shelduck,91,Middle Lake Ibis Rookery,AU-VIC,13 Jan 2016,L2542365,S26871227
86,Common Shelduck,4,出水市--出水市ツル観察センター (Izumi--Izumi Crane Observation Center),JP-46,22 Dec 2013,L986398,S26147508
87,Radjah Shelduck,2,Daintree River--boat trip,AU-QLD,31 Dec 2015,L983369,S26538740
88,Spur-winged Goose,40,Bishangari Lodge,ET-OR,28 Dec 2014,L2825615,S31326376
89,Flying Steamer-Duck,2,PN Conguillío,CL-AR,09 Feb 2010,L571161,S6591662
90,Flightless Steamer-Duck,12,MN Islotes de Puñihuil,CL-LL,05 Feb 2010,L571412,S6591638
91,Falkland Steamer-Duck,5,West Point Island,FK-,08 Feb 2015,L1557934,S26234087
92,Crested Duck,15,RN de Junín--Lago Junín/Chinchaycocha,PE-JUN,19 Nov 2009,L846513,S6591533
93,Spectacled Duck,1,Lago Colbún,CL-ML,03 Feb 2010,L571417,S6591629
94,Muscovy Duck,4,Roma Bluffs WBC (LTC 077),US-TX,10 Jun 2003,L301115,S31209519
95,Green Pygmy-Goose,2,Walkamin,AU-QLD,28 Dec 2015,L2540550,S26483769
96,Cotton Pygmy-Goose,,Tissamaharama area,LK-3,03 Apr 2014,L4288327,S27680428
97,African Pygmy-Goose,6,Lake Ziway--southwest shore,ET-OR,29 Dec 2014,L1550649,S24918483
98,Wood Duck,,Sea Cliff area,US-NY,01 Jan 1900,L7291457,S44995186
99,Mandarin Duck,34,安中市--妙義荒船林道--中木川谷 (Annaka--Myogi Arafune Forest Road--Nakagi River Valley),JP-10,17 Dec 2013,L2390901,S26147467
100,Maned Duck,16,Canungra,AU-QLD,05 Jan 2016,L1121696,S26678263
101,Brazilian Teal,200,Between La Ye and Guasdalito,VE-C,08 Jan 2007,L4052254,S26161774
102,Torrent Duck,2,Santo Domingo (pueblo),VE-L,10 Jan 2007,L565592,S26161659
103,Baikal Teal,2000,加賀市--片野鴨池/鴨池観察館 (Kaga--Katano Kamoike / Kamoike Observation Center),JP-17,19 Dec 2013,L1483149,S26147484
104,Garganey,1,Sokabara,JP-47,08 Dec 2013,L4867856,S31164864
105,Hottentot Teal,4,Sululta Plains--pond complex,ET-OR,19 Dec 2014,L3236254,S24918377
106,Silver Teal,60,RN de Junín--Lago Junín/Chinchaycocha,PE-JUN,19 Nov 2009,L846513,S6591533
107,Puna Teal,18,Laguna Yauriviri,PE-AYA,29 Mar 2011,L4929621,S31618327
108,Blue-winged Teal,11,Chatfield State Park,US-CO,08 Oct 2000,L4317432,S27858450
109,Cinnamon Teal,3,Ketring Park and Lake,US-CO,06 Mar 2001,L386162,S30666121
110,Red Shoveler,8,Humedal Pudeto--norte,CL-LL,05 Feb 2010,L1033588,S6591641
111,Cape Shoveler,50,Strandfontein WTP,ZA-WC,12 Sep 2015,L920374,S26215184
112,Australian Shoveler,2,"Pecheys Lagoon, Lower Tenthill",AU-QLD,05 Jan 2016,L2558631,S26688622
113,Northern Shoveler,1,Chatfield State Park,US-CO,13 Oct 2000,L4317432,S27858508
114,Gadwall,4,Chatfield State Park,US-CO,08 Oct 2000,L4317432,S27858450
115,Falcated Duck,1,Karuizawa--small pond,JP-20,16 Dec 2013,L2467654,S26147461
116,Eurasian Wigeon,1,Stewart Pond,US-OR,25 Mar 2001,L479851,S31531093
117,American Wigeon,1,Chatfield State Park,US-CO,08 Oct 2000,L4317432,S27858450
118,Chiloe Wigeon,9,Lago Colbún,CL-ML,02 Feb 2010,L571417,S6591628
119,African Black Duck,2,Wilderness NP,ZA-WC,17 Sep 2015,L1144155,S26215174
120,Yellow-billed Duck,25,Sululta Plains--pond complex,ET-OR,19 Dec 2014,L3236254,S24918377
121,Pacific Black Duck,2,Nimbokrang--Jalan Korea swamp forest,ID-IJ,07 Jul 2009,L986718,S27885217
122,Eastern Spot-billed Duck,15,Sokabara,JP-47,08 Dec 2013,L4867856,S31164864
123,Mallard,,Sea Cliff area,US-NY,01 Jan 1900,L7291457,S44995186
124,American Black Duck,,Dutchess,US-NY,15 May 1900,L112605,S44995472
125,Mottled Duck,,Blakeley Historic SP,US-AL,07 Jun 2003,L1869403,S31511381
126,Cape Teal,2,Lake Abijata--south end,ET-OR,29 Dec 2014,L3284706,S24918462
127,White-cheeked Pintail,5,Laguna de Unare,VE-B,28 Dec 2006,L2473554,S26161648
128,Red-billed Duck,2,Bishangari Lodge,ET-OR,28 Dec 2014,L2825615,S31326376
129,Northern Pintail,1,Chatfield State Park,US-CO,13 Oct 2000,L4317432,S27858508
130,Yellow-billed Pintail,25,Laguna Papallacta,EC-N,27 Apr 2006,L798753,S26162596
131,Green-winged Teal,2,Chatfield State Park,US-CO,08 Oct 2000,L4317432,S27858450
132,Andean Teal,15,Laguna Papallacta,EC-N,27 Apr 2006,L798753,S26162596
133,Yellow-billed Teal,3,Paso Patapampa,PE-ARE,13 Nov 2009,L605014,S31619840
134,Gray Teal,8,La Foa--pond on the north side of town,NC-,24 Dec 2015,L4093677,S26439908
135,Chestnut Teal,10,Goulburn Maturation Ponds (restricted access),AU-NSW,12 Jan 2016,L2558119,S26852639
136,Pink-eared Duck,67,Hasties Swamp National Park,AU-QLD,27 Dec 2015,L930908,S26467993
137,Southern Pochard,26,Lake Cheleleka--NW viewpoint,ET-OR,10 Jan 2015,L3557628,S24918591
138,Rosy-billed Pochard,2,Lago Colbún,CL-ML,03 Feb 2010,L571417,S6591629
139,Canvasback,1,Chatfield State Park,US-CO,19 Nov 2000,L4317432,S27858436
140,Redhead,1,Chatfield State Park,US-CO,11 Oct 2000,L4317432,S27858507
141,Common Pochard,2,Karuizawa--Kumoba-ike,JP-20,15 Dec 2013,L2467656,S26147448
142,Ring-necked Duck,1,Chatfield State Park,US-CO,21 Oct 2000,L4317432,S27858509
143,Ferruginous Duck,1,Lake Cheleleka--south end,ET-OR,11 Jan 2015,L3557622,S24918594
144,Baer's Pochard,1,"龍鑾潭自然中心, Hengchun TW-Taiwan (21.9746,120.7509)",TW-PIF,11 Mar 2018,L7055022,S43583885
145,White-eyed Duck,25,Hasties Swamp National Park,AU-QLD,27 Dec 2015,L930908,S26467993
146,Tufted Duck,1,Lake Merritt,US-CA,29 Mar 2001,L268122,S27858075
147,Greater Scaup,1,Ketring Park and Lake,US-CO,17 Dec 2000,L386162,S30666120
148,Lesser Scaup,,Dutchess,US-NY,15 May 1900,L112605,S44995472
149,Steller's Eider,2,Barrow - general area,US-AK,11 Jun 2013,L4457100,S28752288
150,Spectacled Eider,2,Barrow - general area,US-AK,11 Jun 2013,L4457100,S28752288
151,King Eider,1,Cape Breton Highlands NP--Broad Cove,CA-NS,12 Jan 2005,L1018652,S31087900
152,Common Eider,,Great Gull Island,US-NY,01 Jan 1900,L976281,S44995051
153,Harlequin Duck,,Sachuest Point NWR,US-RI,02 Jan 1999,L140043,S31511476
154,Surf Scoter,,Sea Cliff area,US-NY,01 Jan 1900,L7291457,S44995186
155,White-winged Scoter,,Sea Cliff area,US-NY,01 Jan 1900,L7291457,S44995186
156,Common Scoter,13,"RU-Sakha-Bulunskiy ulus (72.6225,127.0565)",RU-SA,30 Jun 2017,L6048460,S37943486
157,Black Scoter,,Sachuest Point NWR,US-RI,02 Jan 1999,L140043,S31511476
158,Long-tailed Duck,,Great Gull Island,US-NY,01 Jan 1900,L976281,S44995051
159,Bufflehead,,Sea Cliff area,US-NY,01 Jan 1900,L7291457,S44995186
160,Common Goldeneye,,Hammonasset Beach SP,US-CT,22 Nov 1998,L298379,S27878640
161,Barrow's Goldeneye,1,Ketring Park and Lake,US-CO,17 Dec 2000,L386162,S30666120
162,Smew,1,Riverlands Migratory Bird Sanctuary,US-MO,20 Jan 2001,L169447,S31448069
163,Hooded Merganser,,Dutchess,US-NY,15 May 1900,L112605,S44995472
164,Common Merganser,,Dutchess,US-NY,15 May 1900,L112605,S44995472
165,Red-breasted Merganser,,Great Gull Island,US-NY,01 Jan 1900,L976281,S44995051
166,Scaly-sided Merganser,1,さつま町--川内川--宮之城大橋(轟町) (Satsuma--Sendai River--Miyanojo-Ohashi Bridge (Todoromachi)),JP-46,21 Dec 2013,L2037394,S26147505
167,Black-headed Duck,,SN Laguna El Peral,CL-VS,03 Nov 2012,L551450,S27876028
168,Masked Duck,,San Vito--aeropeurto y lagunas San Joaquin,CR-P,02 Mar 2013,L446379,S27849946
169,Ruddy Duck,,Putnam,US-NY,01 Jun 1900,L112630,S44995348
170,Maccoa Duck,5,Strandfontein WTP,ZA-WC,12 Sep 2015,L920374,S26215184
171,Lake Duck,2,Lago Tarahuín,CL-LL,07 Feb 2010,L774610,S6591652
172,Blue-billed Duck,2,Goulburn Maturation Ponds (restricted access),AU-NSW,12 Jan 2016,L2558119,S26852639
173,Musk Duck,2,Lake Wallace,AU-NSW,10 Jan 2016,L1073249,S26807424
174,Australian Brushturkey,6,Mount Hypipamee National Park--picnic area,AU-QLD,28 Dec 2015,L3594363,S26481645
175,Red-billed Brushturkey,1,Arfak Mtns--Berapi River valley (820-1000m),ID-IJ,18 Jul 2009,L2519201,S27885229
176,Red-legged Brushturkey,1,Nimbokrang--KM 8,ID-IJ,08 Jul 2009,L2518822,S27885218
177,Orange-footed Scrubfowl,5,Mount Hypipamee National Park--picnic area,AU-QLD,28 Dec 2015,L3594363,S26481645
178,Plain Chachalaca,,Laguna Atascosa National Wildlife Refuge,US-TX,08 Jun 2003,L4855982,S31087791
179,Gray-headed Chachalaca,5,Ammo Dump Ponds,PA-3,24 Mar 2009,L1740339,S6591691
180,Chestnut-winged Chachalaca,,La Elisa--Chestnut-winged Chachalaca Road,CO-MAG,17 Jan 2014,L7356131,S27901970
181,Rufous-vented Chachalaca,6,Laguna de Unare,VE-B,28 Dec 2006,L2473554,S26161648
182,Rufous-headed Chachalaca,2,Pacoche--Refugio de Vida Silvestre,EC-M,21 May 2006,L1208286,S26162766
183,Rufous-bellied Chachalaca,3,Panuco road,MX-SIN,25 Nov 2006,L293387,S26225634
184,West Mexican Chachalaca,20,Barranca del Agua,MX-COL,20 Nov 2006,L305926,S26225680
185,Chaco Chachalaca,15,Chapada dos Guimarães--Estrada da Geladeira,BR-MT,10 Jun 2015,L2337792,S26238362
186,White-bellied Chachalaca,8,Puerto Arista--Interior y Lagunas,MX-CHP,07 Jan 2006,L1334371,S26225822
187,Colombian Chachalaca,8,Bosque de San Antonio/KM 18,CO-VAC,22 Jun 2010,L465406,S6578618
188,Speckled Chachalaca,5,Jatun Sacha Biological Station,EC-N,04 Jun 2006,L471355,S26162439
189,Variable Chachalaca,15,Reserva Forestal del Caura,VE-F,04 Jan 2007,L1341767,S26161646
190,Band-tailed Guan,3,Camino La Azulita - Bosques de la ULA,VE-L,11 Jan 2007,L896597,S26161671
191,Bearded Guan,2,Cerro Acanama and road to radio towers,EC-L,20 Dec 2007,L2805359,S26162775
192,Baudo Guan,1,Reserva Mangaloma,EC-P,08 May 2006,L600104,S26162761
193,Andean Guan,1,Guango Lodge,EC-N,27 Apr 2006,L489428,S26162776
194,Marail Guan,3,Camino Brisas del Cuyuní (Pájaro Capuchino),VE-F,08 Jul 2008,L2233345,S27894101
195,Rusty-margined Guan,2,Serra das Araras--Curupira Lodge vicinity,BR-MT,14 Jul 2015,L874401,S26314571
196,Spix's Guan,2,Yasuni Biological Research Station,EC-D,03 Jan 2008,L685430,S26162763
197,Crested Guan,3,Wilson Botanical Garden (OTS Las Cruces),CR-P,23 Dec 2003,L441320,S30625754
198,Cauca Guan,8,SFF Otún Quimbaya,CO-RIS,26 Jul 2008,L1433708,S27904890
199,White-winged Guan,5,Quebrada El Limón (Valqui E4.2),PE-PIU,11 Jan 2010,L493316,S6591605
200,Dusky-legged Guan,2,Rio Mizque Valley,BO-C,17 Aug 2013,L998867,S15100361
201,Chestnut-bellied Guan,5,Pantanal--Rio Pixaim vicinity,BR-MT,19 Jun 2015,L875421,S26314570
202,Blue-throated Piping-Guan,2,Laguna Pañacocha,EC-U,16 Jun 2006,L2706233,S26162840
203,Red-throated Piping-Guan,5,Cristalino Jungle Lodge,BR-MT,12 Jun 2015,L4057506,S26216614
204,Black-fronted Piping-Guan,,PN Iguazú,AR-N,05 Aug 2012,L4324014,S27901972
205,Wattled Guan,2,ACR Cordillera Escalera--Túnel Tarapoto,PE-SAM,23 Dec 2009,L2273747,S6591585
206,Black Guan,2,Reserva Santa Elena,CR-G,04 Jan 2004,L448181,S30625695
207,Sickle-winged Guan,1,Bellavista Cloud Forest Lodge,EC-P,15 Apr 2006,L468896,S26162809
208,Highland Guan,6,"Camino a Tzontehuitz (acceso restringido, zona sujeta a usos y costumbres)",MX-CHP,02 Apr 2015,L3813554,S26233684
209,Nocturnal Curassow,1,Gareno Lodge,EC-N,07 Jun 2006,L1051380,S26162486
210,Salvin's Curassow,1,RN Allpahuayo Mishana,PE-LOR,29 Dec 2009,L3633118,S6591590
211,Razor-billed Curassow,3,Cristalino Jungle Lodge,BR-MT,18 Aug 2009,L4057506,S27892813
212,Great Curassow,3,PN Santa Rosa--Casona,CR-G,01 Jan 2004,L425676,S30625701
213,Black Curassow,1,Camino Brisas del Cuyuní (Pájaro Capuchino),VE-F,08 Jul 2008,L2233345,S27894101
214,Bare-faced Curassow,3,Cristalino Jungle Lodge,BR-MT,14 Jun 2015,L4057506,S26216616
215,Helmeted Guineafowl,6,Gambela--Airport Road,ET-GA,16 Dec 2014,L3223185,S24918364
216,Vulturine Guineafowl,45,Wachile-Mega road,ET-OR,05 Jan 2015,L3332311,S24918546
217,Crested Guineafowl,5,Mkhuze Game Reserve,ZA-NL,28 Sep 2015,L1070004,S26215155
218,Tawny-faced Quail,,Playa de Oro Reserva de Los Tigrillos,EC-E,25 Feb 2012,L615475,S27897458
219,Mountain Quail,1,Happy Canyon Rd.,US-CA,05 Jan 2009,L367318,S27315547
220,Bearded Wood-Partridge,8,Llano El Conejo,MX-SLP,05 Jun 2016,L4677993,S30107453
221,Long-tailed Wood-Partridge,1,PN Volcán Nevado de Colima--Carretera Volcán de Fuego,MX-JAL,19 Nov 2006,L305923,S26225827
222,Buffy-crowned Wood-Partridge,,Ujarrás (Cartago),CR-C,05 Mar 2013,L2356602,S27834253
223,Banded Quail,1,Microondas La Cumbre,MX-COL,20 Nov 2006,L262140,S26225633
224,Northern Bobwhite,,Putnam,US-NY,01 Jun 1900,L112630,S44995348
225,Black-throated Bobwhite,12,Reserva de la Biosfera Ría Lagartos--Rancho San Salvador,MX-YUC,21 Dec 2017,L262288,S41489674
226,Crested Bobwhite,,road between La Gamba and Golfito,CR-P,24 Dec 2003,L1644590,S30625750
227,Scaled Quail,50,Pueblo West--Harmony Drive,US-CO,03 Mar 2001,L446325,S27895737
228,Elegant Quail,3,Panuco road,MX-SIN,01 Jun 2015,L293387,S26159887
229,California Quail,60,Hwy. 205--Burns to Malheur NWR,US-OR,22 Mar 2001,L915750,S31531091
230,Gambel's Quail,2,Sweitzer Lake,US-CO,23 Mar 2002,L168162,S27858077
231,Montezuma Quail,9,Ciénega de los Caballos,MX-DUR,03 Jun 2015,L3665637,S26159830
232,Singing Quail,6,Reserva de la Biosfera El Cielo--Camino a Alta Cima,MX-TAM,29 Dec 2005,L687995,S26225675
233,Marbled Wood-Quail,,Wilson Botanical Garden (OTS Las Cruces),CR-P,22 Dec 2003,L441320,S30625757
234,Spot-winged Wood-Quail,5,PE Intervales,BR-SP,15 Nov 2015,L972187,S26217583
235,Black-eared Wood-Quail,2,PN Darién--Rancho Plástico,PA-5,19 Mar 2013,L2697900,S27831405
236,Black-fronted Wood-Quail,5,RNA Hormiguero de Torcoroma (Recurve-billed Bushbird Reserve),CO-NSA,03 Aug 2008,L652743,S27904894
237,Rufous-fronted Wood-Quail,15,Reserva Mangaloma,EC-P,07 Apr 2006,L600104,S26162754
238,Chestnut Wood-Quail,2,RNA Arrierito Antioqueño (Chestnut-capped Piha Reserve),CO-ANT,17 Jun 2011,L603931,S26147687
239,Dark-backed Wood-Quail,1,Tucanopy Lodge and Reserve,EC-P,18 May 2006,L2248448,S26162640
240,Rufous-breasted Wood-Quail,3,PN Podocarpus--Río Bombuscaro,EC-Z,21 Dec 2007,L482424,S26162771
241,Venezuelan Wood-Quail,2,PN Henri Pittier--Rancho Grande 2,VE-D,20 Dec 2006,L721149,S26161651
242,Black-breasted Wood-Quail,15,PN Volcán Barú--Sendero los Quetzales,PA-4,23 Mar 2009,L2435886,S6591688
243,Stripe-faced Wood-Quail,2,Abra Málaga--Upper Temperate Forest (3400-3200m),PE-CUS,24 Mar 2011,L892338,S26254057
244,Starred Wood-Quail,,Explorer's Inn,PE-MDD,09 Apr 2011,L768519,S27901955
245,Spotted Wood-Quail,1,Lagunas de Volcán,PA-4,22 Mar 2009,L454684,S6591685
246,Taiwan Partridge,10,"Dahua Highway, Jhuci Township TW-Taiwan (23.4756,120.6896)",TW-CYQ,11 Mar 2018,L7055018,S43583872
247,Indian Peafowl,2,Matheson Hammock Park,US-FL,25 May 2012,L127425,S31085513
248,Sri Lanka Spurfowl,,Kitulgala area,LK-9,26 Mar 2014,L4285654,S27666382
249,Brown Quail,1,"Tingira Street, Portsmith, Cairns.",AU-QLD,30 Dec 2015,L2540955,S26515555
250,Blue-breasted Quail,2,Nimbokrang--Jalan Korea swamp forest,ID-IJ,06 Jul 2009,L986718,S27885216
251,Japanese Quail,2,Istomino,RU-BU,17 Jun 2017,L5981025,S37629271
252,Common Quail,3,Awash NP--southern section,ET-AF,24 Dec 2014,L1550655,S24918426
253,Chukar,30,Escalante Canyon--Gunnison River to Cap Smith Cabin,US-CO,14 Jul 2006,L1207580,S31209534
254,Chestnut-naped Francolin,12,Bale Mts--Goba escarpment,ET-OR,31 Dec 2014,L2099193,S24918497
255,Erckel's Francolin,8,Debre Libanos--Lodge and Portuguese Bridge,ET-OR,19 Dec 2014,L1550631,S24918383
256,Scaly Francolin,12,Wondo Genet Forestry College,ET-SN,30 Dec 2014,L2099184,S24918486
257,Cape Francolin,4,Kirstenbosch Botanical Garden,ZA-WC,11 Sep 2015,L920289,S26215188
258,Natal Francolin,5,Kruger NP--Berg-en-Dal Rest Camp,ZA-MP,23 Sep 2015,L957419,S26215161
259,Clapperton's Francolin,3,Lake Langano--Simbo Lodge,ET-OR,28 Dec 2014,L3284689,S31320315
260,Harwood's Francolin,6,Jemma Valley--Lemi escarpment,ET-AM,20 Dec 2014,L1550642,S24918392
261,Swainson's Francolin,4,Suikerbosrand NR--northeast corner,ZA-GT,21 Sep 2015,L991671,S26215167
262,Yellow-necked Francolin,5,Bilen Lodge,ET-AF,22 Dec 2014,L3236312,S24918413
263,Red-necked Francolin,1,Wilderness NP,ZA-WC,16 Sep 2015,L1144155,S26215178
264,Crested Francolin,4,Afar Plains -- first spot,ET-AF,22 Dec 2014,L3314774,S24918406
