Row #,Species,Count,Location,S/P,Date,LocID,SubID
991,Wedge-tailed Pigeon - Treron sphenurus,1,Longcanggou birder hotel,CN-51,02 Jun 2016,L4664264,S30036358
992,White-bellied Pigeon - Treron sieboldii,7,御池 (Lake Miike),JP-45,24 Dec 2013,L1483582,S16068184
993,Whistling Green-Pigeon - Treron formosae,2,奄美大島--湯湾岳展望台公園 (Amami--Yuwan-dake Observatory Park),JP-46,12 Dec 2013,L2377906,S15965932
994,Wompoo Fruit-Dove - Ptilinopus magnificus,5,"AU-QLD-Lamington National Park Road (-28.1459,153.1131)",AU-QLD,26 Nov 2017,L6514428,S40770900
995,Superb Fruit-Dove - Ptilinopus superbus,3,Cassowary House (Kuranda),AU-QLD,28 Nov 2017,L920581,S40782662
996,Rose-crowned Fruit-Dove - Ptilinopus regina,1,O'Reilly's Rainforest Retreat,AU-QLD,26 Nov 2017,L921568,S40731329
997,Mountain Imperial-Pigeon - Ducula badia,1,Doi Lang - 20.0704x99.0956,TH-50,13 Feb 2017,L5433023,S34340575
998,Torresian Imperial-Pigeon - Ducula spilorrhoa,45,Cairns Esplanade,AU-QLD,27 Nov 2017,L930524,S40775460
999,Topknot Pigeon - Lopholaimus antarcticus,4,O'Reilly's Rainforest Retreat,AU-QLD,25 Nov 2017,L921568,S40720634
1000,Hoatzin - Opisthocomus hoazin,7,La Selva Lodge,EC-U,16 Dec 2008,L471722,S4374954
1001,White-cheeked Turaco - Tauraco leucotis,1,Debre Libanos Monastery,ET-OR,19 Dec 2014,L1550645,S21015720
1002,Prince Ruspoli's Turaco - Tauraco ruspolii,1,Genale River area,ET-OR,03 Jan 2015,L2099176,S21613528
1003,Bare-faced Go-away-bird - Corythaixoides personatus,3,Yabello--west side of town,ET-OR,07 Jan 2015,L3284841,S21297125
1004,White-bellied Go-away-bird - Corythaixoides leucogaster,2,Afar Plains -- first spot,ET-AF,22 Dec 2014,L3314774,S21523975
1005,Eastern Plantain-eater - Crinifer zonurus,2,Melka Ghebdu,ET-AM,21 Dec 2014,L1550664,S21523977
1006,Guira Cuckoo - Guira guira,2,Drive between Salvador Mazza and Embarcacion,AR-A,03 Aug 2013,L2306024,S14848133
1007,Greater Ani - Crotophaga major,2,La Selva Lodge,EC-U,16 Dec 2008,L471722,S4374954
1008,Smooth-billed Ani - Crotophaga ani,,Miami-Dade,US-FL,25 Jan 2005,L111100,S3701934
1009,Groove-billed Ani - Crotophaga sulcirostris,,PN Carara,CR-P,01 Jan 2006,L447761,S3704816
1010,Striped Cuckoo - Tapera naevia,1,Rio Silanche Bird Sanctuary,EC-P,24 Dec 2008,L1396974,S4397681
1011,Lesser Ground-Cuckoo - Morococcyx erythropygus,2,Playa Zipolite scrubby track,MX-OAX,08 Jan 2013,L1874783,S12537192
1012,Greater Roadrunner - Geococcyx californianus,2,Sweetwater Wetlands,US-AZ,14 Jan 2007,L208918,S3681626
1013,Banded Ground-Cuckoo - Neomorphus radiolosus,1,Reserva Mangaloma,EC-P,28 Dec 2010,L600104,S7323416
1014,Coral-billed Ground-Cuckoo - Carpococcyx renauldi,1,Khao Yai NP--Pha Dieo Dai nature trail,TH-26,25 Feb 2017,L1439503,S34778917
1015,Senegal Coucal - Centropus senegalensis,1,Gambela--Dembidolo Road,ET-GA,15 Dec 2014,L3221857,S20925311
1016,Blue-headed Coucal - Centropus monachus,3,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S20911169
1017,White-browed Coucal - Centropus superciliosus,1,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S20911169
1018,Greater Coucal - Centropus sinensis,1,XTBG--east/west bridge area,CN-53,09 Jun 2016,L4684882,S30143597
1019,Lesser Coucal - Centropus bengalensis,4,"Magic Wood, Yangkou",CN-32,23 May 2016,L4632011,S29854154
1020,Pheasant Coucal - Centropus phasianinus,1,Banksia Park (St Lucia),AU-QLD,25 Nov 2017,L1206404,S40714684
1021,Chestnut-breasted Malkoha - Phaenicophaeus curvirostris,1,Sri Phang-nga NP--headquarters vicinity,TH-82,19 Feb 2017,L1042659,S34487911
1022,Green-billed Malkoha - Phaenicophaeus tristis,3,Navamin Lake,TH-50,12 Feb 2017,L1935064,S34312777
1023,Great Spotted Cuckoo - Clamator glandarius,1,Awash NP--southern section,ET-AF,23 Dec 2014,L1550655,S21523968
1024,Little Cuckoo - Coccycua minuta,1,Mindo--general area (*Please consider using a more specific hotspot or personal location when possible.),EC-P,23 Dec 2008,L574561,S4397710
1025,Squirrel Cuckoo - Piaya cayana,,Drive between Arenal and San Jose,CR-A,14 Jan 2006,L3340129,S3704823
1026,Black-bellied Cuckoo - Piaya melanogaster,2,Yasuni Biological Research Station,EC-D,06 Jan 2011,L685430,S7430519
1027,Dark-billed Cuckoo - Coccyzus melacoryphus,1,Cerro Urania,CO-VAU,08 Jun 2011,L1193327,S8408934
1028,Yellow-billed Cuckoo - Coccyzus americanus,,Manomet Inc.,US-MA,30 Sep 2004,L207383,S3704710
1029,Mangrove Cuckoo - Coccyzus minor,2,Botanical Gardens,DO-01,17 Mar 2012,L1456462,S10193242
1030,Black-billed Cuckoo - Coccyzus erythropthalmus,,Wompatuck SP,US-MA,14 May 2005,L207418,S3703327
1031,Bay-breasted Cuckoo - Coccyzus rufigularis,1,Rabo de Gato,DO-10,18 Mar 2012,L296450,S10215620
1032,Hispaniolan Lizard-Cuckoo - Coccyzus longirostris,3,Botanical Gardens,DO-01,17 Mar 2012,L1456462,S10193242
1033,Asian Koel - Eudynamys scolopaceus,1,"Magic Wood, Yangkou",CN-32,23 May 2016,L4632011,S29854154
1034,Pacific Koel - Eudynamys orientalis,1,Sandy Camp Road Wetlands,AU-QLD,24 Nov 2017,L1788977,S40702365
1035,Channel-billed Cuckoo - Scythrops novaehollandiae,4,"Indooroopilly Golf Course, Indooroopilly AU-QLD (-27.5168,152.9997)",AU-QLD,25 Nov 2017,L6506002,S40714685
1036,Asian Emerald Cuckoo - Chrysococcyx maculatus,1,Doi Inthanon NP--Mae Ouam (Km 34.5),TH-50,15 Feb 2017,L971578,S34379382
1037,Violet Cuckoo - Chrysococcyx xanthorhynchus,1,Xishuangbanna Tropical Botanical Garden (西双版纳热带植物园),CN-53,09 Jun 2016,L2356004,S30143704
1038,Dideric Cuckoo - Chrysococcyx caprius,1,Gambela--Dembidolo Road,ET-GA,15 Dec 2014,L3221857,S20925311
1039,Klaas's Cuckoo - Chrysococcyx klaas,2,Wondo Genet Forestry College,ET-SN,30 Dec 2014,L2099184,S21525186
1040,African Emerald Cuckoo - Chrysococcyx cupreus,1,Jemma Valley--tributary south of river crossing,ET-AM,20 Dec 2014,L3284861,S21312893
1041,Horsfield's Bronze-Cuckoo - Chrysococcyx basalis,1,Beach Road Boat Ramp,AU-VIC,08 Dec 2017,L3275625,S41005562
1042,Shining Bronze-Cuckoo - Chrysococcyx lucidus,3,O'Reilly's Rainforest Retreat,AU-QLD,26 Nov 2017,L921568,S40731329
1043,Little Bronze-Cuckoo - Chrysococcyx minutillus,1,Freshwater and Saltwater Lakes (Centenary Lakes),AU-QLD,27 Nov 2017,L3319994,S40775513
1044,Fan-tailed Cuckoo - Cacomantis flabelliformis,2,Gold Creek Reservoir,AU-QLD,25 Nov 2017,L976352,S40714707
1045,Banded Bay Cuckoo - Cacomantis sonneratii,1,Doi Lang - 20.0833x99.0981,TH-50,12 Feb 2017,L5429122,S34317093
1046,Plaintive Cuckoo - Cacomantis merulinus,1,XTBG--flower garden,CN-53,08 Jun 2016,L4682617,S30132484
1047,Brush Cuckoo - Cacomantis variolosus,2,Gold Creek Reservoir,AU-QLD,25 Nov 2017,L976352,S40714707
1048,Square-tailed Drongo-Cuckoo - Surniculus lugubris,8,Xishuangbanna Tropical Botanical Garden (西双版纳热带植物园),CN-53,09 Jun 2016,L2356004,S30143704
1049,Large Hawk-Cuckoo - Hierococcyx sparverioides,2,Jiuzhaigou NNR--Mirror Lake area,CN-51,25 May 2016,L4641213,S29915045
1050,Hodgson's Hawk-Cuckoo - Hierococcyx nisicolor,1,Longcanggou--lower elevations (below central building),CN-51,02 Jun 2016,L4666925,S30050446
1051,Lesser Cuckoo - Cuculus poliocephalus,1,"Magic Wood, Yangkou",CN-32,22 May 2016,L4632011,S29867851
1052,Indian Cuckoo - Cuculus micropterus,1,"Magic Wood, Yangkou",CN-32,23 May 2016,L4632011,S29854154
1053,Himalayan Cuckoo - Cuculus saturatus,1,Balangshan--tunnel area,CN-51,30 May 2016,L4658447,S30004316
1054,Common Cuckoo - Cuculus canorus,1,"El Rocio, La Rocina",ES-AN,21 Apr 2008,L918618,S6490727
1055,Oriental Cuckoo - Cuculus optatus,1,Longcanggou--lower elevations (below central building),CN-51,02 Jun 2016,L4666925,S30050446
1056,Sooty Owl - Tyto tenebricosa,1,O'Reilly's Rainforest Retreat,AU-QLD,26 Nov 2017,L921568,S40728818
1057,Australasian Grass-Owl - Tyto longimembris,2,"Forsyth Rd, Atherton",AU-QLD,30 Nov 2017,L4827772,S40817556
1058,Barn Owl - Tyto alba,1,Portal,US-AZ,13 Jul 2007,L129060,S3681753
1059,Ashy-faced Owl - Tyto glaucops,1,Rabo de Gato,DO-10,17 Mar 2012,L296450,S10232297
1060,Mountain Scops-Owl - Otus spilocephalus,1,Doi Lang - 20.0357x99.1045,TH-50,13 Feb 2017,L5433003,S34340504
1061,Collared Scops-Owl - Otus lettia,1,Inthanon Highland Resort,TH-50,14 Feb 2017,L1059241,S34379363
1062,Ryukyu Scops-Owl - Otus elegans,2,Okinawa--Aha Dam area,JP-47,10 Dec 2013,L2466886,S15966394
1063,European Scops-Owl - Otus scops,1,Gorges de la Restonica,FR-H,24 Apr 2014,L2073423,S18079495
1064,Flammulated Owl - Psiloscops flammeolus,2,Rustler Park,US-AZ,17 Jul 2007,L129069,S3681758
1065,Western Screech-Owl - Megascops kennicottii,2,Sulphur Springs Valley--south of Sunizona,US-AZ,16 Jan 2007,L282458,S3681619
1066,Eastern Screech-Owl - Megascops asio,,Middlesex,US-MA,17 Feb 2005,L111991,S3701710
1067,Pacific Screech-Owl - Megascops cooperi,1,Above Mapastepec,MX-CHP,04 Jan 2013,L1865713,S12513210
1068,Whiskered Screech-Owl - Megascops trichopsis,2,Cave Creek Canyon--South Fork,US-AZ,14 Jul 2007,L129099,S3681755
1069,Tropical Screech-Owl - Megascops choliba,2,La Selva Lodge,EC-U,16 Dec 2008,L471722,S4374954
1070,Peruvian Screech-Owl - Megascops roboratus,2,Bagua Chica (Valqui F7.1),PE-AMA,06 Jan 2010,L493593,S6083589
1071,Koepcke's Screech-Owl - Megascops koepckeae,1,Satipo campsite,PE-JUN,24 Nov 2009,L846524,S5877057
1072,Cinnamon Screech-Owl - Megascops petersoni,2,ACP Abra Patricia--Owlet Lodge,PE-AMA,04 Jan 2010,L1849237,S6083586
1073,Tawny-bellied Screech-Owl - Megascops watsonii,1,La Selva Lodge,EC-U,16 Dec 2008,L471722,S4374954
1074,Vermiculated Screech-Owl - Megascops guatemalae,,PN Carara,CR-P,02 Jan 2006,L447761,S3704826
1075,White-throated Screech-Owl - Megascops albogularis,2,Cordillera Guacamayos--Trail from parking area,EC-N,28 Nov 2008,L468859,S4346776
1076,Northern White-faced Owl - Ptilopsis leucotis,2,Awash NP--southern section,ET-AF,23 Dec 2014,L1550655,S21523968
1077,Crested Owl - Lophostrix cristata,2,RN Allpahuayo Mishana,PE-LOR,28 Dec 2009,L3633118,S5994202
1078,Spectacled Owl - Pulsatrix perspicillata,,"Costa Rica, Carara, Arenal, Monteverde",CR-A,31 Dec 2005,L508496,S3704814
1079,Band-bellied Owl - Pulsatrix melanota,1,Villa Rica to Huancayo,PE-JUN,23 Nov 2009,L846538,S5877055
1080,Great Horned Owl - Bubo virginianus,1,Dunback Meadow,US-MA,24 Dec 2005,L357227,S3704732
1081,Eurasian Eagle-Owl - Bubo bubo,1,"Vejer de la Frontera, Barbate, La Janda",ES-AN,06 Apr 2008,L918626,S6490714
1082,Cape Eagle-Owl - Bubo capensis,1,Wassama Gorge,ET-OR,30 Dec 2014,L2099196,S21312932
1083,Grayish Eagle-Owl - Bubo cinerascens,2,Gambela--Dembidolo Road,ET-GA,15 Dec 2014,L3221857,S20925311
1084,Verreaux's Eagle-Owl - Bubo lacteus,1,Wondo Genet Forestry College,ET-SN,30 Dec 2014,L2099184,S21525186
1085,Snowy Owl - Bubo scandiacus,,Parker River NWR,US-MA,01 Jan 2005,L129046,S3701618
1086,Blakiston's Fish-Owl - Ketupa blakistoni,3,羅臼町--鷲の宿民宿 (Rausu--Washi-no-yado Inn),JP-01,25 Dec 2013,L1557875,S16086125
1087,Northern Hawk Owl - Surnia ulula,1,NOHO spot,US-NH,21 Jan 2009,L636832,S4482067
1088,Collared Owlet - Glaucidium brodiei,1,Doi Lang - 20.0833x99.0981,TH-50,12 Feb 2017,L5429122,S34317093
1089,Pearl-spotted Owlet - Glaucidium perlatum,1,Sof Omar Caves,ET-OR,01 Jan 2015,L3160299,S21525193
1090,Northern Pygmy-Owl - Glaucidium gnoma,1,San Jacinto Mts.,US-CA,02 Jan 2008,L490515,S3488504
1091,Cloud-forest Pygmy-Owl - Glaucidium nubicola,1,Refugio Paz de las Aves (Angel Paz),EC-P,26 Dec 2008,L674753,S4397658
1092,Yungas Pygmy-Owl - Glaucidium bolivianum,1,Bosque Unchog (Valqui D5.3),PE-HUC,11 Dec 2009,L602837,S5877076
1093,Central American Pygmy-Owl - Glaucidium griseiceps,2,Valle Nacional,MX-OAX,14 Jan 2013,L247439,S12606693
1094,Ferruginous Pygmy-Owl - Glaucidium brasilianum,2,La Selva Lodge,EC-U,18 Dec 2008,L471722,S4374955
1095,Peruvian Pygmy-Owl - Glaucidium peruanum,1,Bagua Chica (Valqui F7.1),PE-AMA,06 Jan 2010,L493593,S6083589
1096,Asian Barred Owlet - Glaucidium cuculoides,1,XTBG--east/west bridge area,CN-53,09 Jun 2016,L4684882,S30143597
1097,Elf Owl - Micrathene whitneyi,6,Cochise,US-AZ,12 Jul 2007,L110857,S3681757
1098,Burrowing Owl - Athene cunicularia,2,Sitio Arqueológico Chao,PE-LAL,12 Jan 2010,L863282,S6084056
1099,Spotted Owlet - Athene brama,1,Inthanon Highland Resort,TH-50,15 Feb 2017,L1059241,S34379393
1100,Little Owl - Athene noctua,1,Vejer de la Frontera,ES-AN,05 Apr 2008,L918608,S6490713
1101,Mottled Owl - Ciccaba virgata,1,Cabañas San Isidro,EC-N,06 Dec 2008,L489454,S4345452
1102,Black-and-white Owl - Ciccaba nigrolineata,1,Mindo--general area (*Please consider using a more specific hotspot or personal location when possible.),EC-P,29 Dec 2008,L574561,S4407742
1103,Black-banded Owl - Ciccaba huhula,1,La Selva Lodge,EC-U,18 Dec 2008,L471722,S4374955
1104,Rufous-banded Owl - Ciccaba albitarsis,1,Yanayacu Biological Station,EC-N,22 Nov 2008,L471438,S4346732
1105,Brown Wood-Owl - Strix leptogrammica,1,Sri Phang-nga NP--headquarters vicinity,TH-82,17 Feb 2017,L1042659,S34413224
1106,Tawny Owl - Strix aluco,1,Ronda,ES-AN,14 Apr 2008,L918614,S6490722
1107,Spotted Owl - Strix occidentalis,3,Cave Creek Canyon--South Fork,US-AZ,14 Jul 2007,L129099,S3681755
1108,Barred Owl - Strix varia,2,Monroe,US-FL,24 Jan 2005,L111131,S3704681
1109,Ural Owl - Strix uralensis,1,軽井沢町--野鳥の森 (Karuizawa--Wild Bird Forest),JP-20,16 Dec 2013,L1756020,S15984492
1110,Pere David's Owl - Strix davidi,1,Gonggangling Pass,CN-51,26 May 2016,L4641186,S29915082
1111,Great Gray Owl - Strix nebulosa,2,"Cape Saint Jacques, QC",CA-QC,02 Feb 2013,L1914881,S12818023
1112,African Wood-Owl - Strix woodfordii,3,Wondo Genet Forestry College,ET-SN,30 Dec 2014,L2099184,S21525186
1113,Long-eared Owl - Asio otus,2,Dunback Meadow,US-MA,24 Dec 2005,L357227,S3704732
1114,African Long-eared Owl - Asio abyssinicus,1,Bale Mts--Dinsho Park HQ,ET-OR,31 Dec 2014,L2099194,S21633126
1115,Striped Owl - Asio clamator,1,Villa Rica,PE-PAS,21 Nov 2009,L846537,S5877053
1116,Short-eared Owl - Asio flammeus,1,Parker River NWR,US-MA,28 Jan 2006,L129046,S3703408
1117,Boreal Owl - Aegolius funereus,4,Chena Hot Springs Rd--Mile 52 area,US-AK,25 Jul 2014,L3555199,S22801317
1118,Northern Saw-whet Owl - Aegolius acadicus,2,Dunback Meadow,US-MA,23 Dec 2005,L357227,S3701768
1119,Rufous Owl - Ninox rufa,1,Curtain Fig Tree,AU-QLD,30 Nov 2017,L1121847,S40817729
1120,Powerful Owl - Ninox strenua,1,Mt Coot-tha Reserve--JC Slaughter Falls,AU-QLD,25 Nov 2017,L966780,S40714719
1121,Southern Boobook - Ninox novaeseelandiae,1,O'Reilly's Rainforest Retreat,AU-QLD,26 Nov 2017,L921568,S40728818
1122,Brown Boobook - Ninox scutulata,2,Kaeng Krachan NP - 12.8027x99.4461,TH-76,21 Feb 2017,L5493035,S34610571
1123,Northern Boobook - Ninox japonica,1,Okinawa--Aha Dam area,JP-47,10 Dec 2013,L2466886,S15966394
1124,Tawny Frogmouth - Podargus strigoides,2,Banksia Park (St Lucia),AU-QLD,24 Nov 2017,L1206404,S40702320
1125,Marbled Frogmouth - Podargus ocellatus,1,Lamington National Park--Duck Creek Rd,AU-QLD,27 Nov 2017,L930521,S40770851
1126,Papuan Frogmouth - Podargus papuensis,2,Freshwater and Saltwater Lakes (Centenary Lakes),AU-QLD,02 Dec 2017,L3319994,S40853367
1127,Gould's Frogmouth - Batrachostomus stellatus,1,Sri Phang-nga NP--headquarters vicinity,TH-82,17 Feb 2017,L1042659,S34413224
1128,Hodgson's Frogmouth - Batrachostomus hodgsoni,1,Doi Lang - 20.0357x99.1045,TH-50,13 Feb 2017,L5433003,S34340504
1129,Blyth's Frogmouth - Batrachostomus affinis,2,Sri Phang-nga NP--headquarters vicinity,TH-82,17 Feb 2017,L1042659,S34413224
1130,Great Eared-Nightjar - Lyncornis macrotis,2,Sri Phang-nga NP--headquarters vicinity,TH-82,17 Feb 2017,L1042659,S34417171
1131,Nacunda Nighthawk - Chordeiles nacunda,1,Viru-Viru Airport Grasslands,BO-S,02 Aug 2013,L831326,S14838986
1132,Least Nighthawk - Chordeiles pusillus,2,Riberalta--Pampa San Lorenzo,BO-B,30 Aug 2013,L2339144,S15050530
1133,Sand-colored Nighthawk - Chordeiles rupestris,80,La Selva Lodge,EC-U,16 Dec 2008,L471722,S4374954
1134,Lesser Nighthawk - Chordeiles acutipennis,30,Rustler Park,US-AZ,18 Jul 2007,L129069,S3681763
1135,Common Nighthawk - Chordeiles minor,1,"Vinebrook/Arboretum Roads, Manomet",US-MA,30 May 2005,L3676241,S3703334
1136,Short-tailed Nighthawk - Lurocalis semitorquatus,2,Yasuni Biological Research Station,EC-D,09 Jan 2011,L685430,S7430522
1137,Rufous-bellied Nighthawk - Lurocalis rufiventris,4,Cabañas San Isidro,EC-N,22 Nov 2008,L489454,S4345440
1138,Band-tailed Nighthawk - Nyctiprogne leucopyga,1,Senda Cerro Guacamaya,CO-VAU,09 Jun 2011,L1193326,S8408935
1139,Blackish Nightjar - Nyctipolus nigrescens,1,RN Allpahuayo Mishana,PE-LOR,27 Dec 2009,L3633118,S5994201
1140,Band-winged Nightjar - Systellura longirostris,1,Satipo Rd Gynoxys forest,PE-JUN,24 Nov 2009,L846522,S5877029
1141,Tschudi's Nightjar - Systellura decussata,1,Mocupe,PE-LAM,18 Jan 2010,L863288,S6084062
1142,Common Pauraque - Nyctidromus albicollis,1,La Selva Lodge,EC-U,16 Dec 2008,L471722,S4374954
1143,Scrub Nightjar - Nyctidromus anthonyi,3,Quebrada El Limón (Valqui E4.2),PE-PIU,11 Jan 2010,L493316,S6084055
1144,Swallow-tailed Nightjar - Uropsalis segmentata,3,Cordillera Guacamayos--Trail from parking area,EC-N,28 Nov 2008,L468859,S4346776
1145,Lyre-tailed Nightjar - Uropsalis lyra,4,Route 45 LTNI,EC-N,26 Nov 2008,L621676,S4346762
1146,Little Nightjar - Setopagis parvula,2,Riberalta--Pampa San Lorenzo,BO-B,30 Aug 2013,L2339144,S15050530
1147,Spot-tailed Nightjar - Hydropsalis maculicaudus,16,Riberalta--Pampa San Lorenzo,BO-B,30 Aug 2013,L2339144,S15050530
1148,Ladder-tailed Nightjar - Hydropsalis climacocerca,1,La Selva Lodge,EC-U,18 Dec 2008,L471722,S4374955
1149,Least Pauraque - Siphonorhis brewsteri,6,Road to La Placa,DO-10,17 Mar 2012,L1461468,S10232323
1150,Yucatan Poorwill - Nyctiphrynus yucatanicus,3,Camino Vigia Chico,MX-ROO,17 Jan 2013,L262300,S12630249
1151,Ocellated Poorwill - Nyctiphrynus ocellatus,1,Quebrada Upaquihua,PE-SAM,01 Jan 2010,L863240,S6083584
1152,Common Poorwill - Phalaenoptilus nuttallii,1,Cochise,US-AZ,12 Jul 2007,L110857,S3681757
1153,Chuck-will's-widow - Antrostomus carolinensis,2,New Jersey,US-NJ,10 May 2008,L108963,S3856583
1154,Greater Antillean Nightjar - Antrostomus cubanensis,14,P.N. Sierra de Baoruco--Near Park Sign,DO-10,18 Mar 2012,L296440,S10215771
1155,Yucatan Nightjar - Antrostomus badius,1,Camino Vigia Chico,MX-ROO,17 Jan 2013,L262300,S12630249
1156,Silky-tailed Nightjar - Antrostomus sericocaudatus,2,Riberalta--Pampa San Lorenzo,BO-B,30 Aug 2013,L2339144,S15050530
1157,Eastern Whip-poor-will - Antrostomus vociferus,1,Manomet Inc.,US-MA,18 May 2006,L207383,S3701770
1158,Mexican Whip-poor-will - Antrostomus arizonae,5,Rustler Park,US-AZ,17 Jul 2007,L129069,S3681758
1159,Red-necked Nightjar - Caprimulgus ruficollis,1,Huelva marshes to La Rocina,ES-AN,22 Apr 2008,L918615,S6490728
1160,Gray Nightjar - Caprimulgus jotaka,1,"32.7943x120.9389 - May 21, 2016, 7:09 PM",CN-32,21 May 2016,L4624397,S29810124
1161,Eurasian Nightjar - Caprimulgus europaeus,1,FI-South Karelia-Parikkala-Kolmikannantie 684–760 - 61.5122x29.6209,FI-02,07 Jun 2015,L3702877,S23811343
1162,Large-tailed Nightjar - Caprimulgus macrurus,1,Kaeng Krachan NP - 12.8027x99.4461,TH-76,21 Feb 2017,L5493035,S34610571
1163,Donaldson-Smith's Nightjar - Caprimulgus donaldsoni,2,Wachile to Yabello road,ET-OR,07 Jan 2015,L2099166,S21297150
1164,Indian Nightjar - Caprimulgus asiaticus,1,Ban Bang Home Resort,TH-76,20 Feb 2017,L5481407,S34550467
1165,Freckled Nightjar - Caprimulgus tristigma,1,Lake Langano--Simbo Lodge,ET-OR,27 Dec 2014,L3284689,S21612960
1166,Slender-tailed Nightjar - Caprimulgus clarus,15,Bilen Lodge,ET-AF,22 Dec 2014,L3236312,S21016101
1167,Great Potoo - Nyctibius grandis,1,La Selva Lodge,EC-U,18 Dec 2008,L471722,S4374955
1168,Long-tailed Potoo - Nyctibius aethereus,1,RN Allpahuayo Mishana,PE-LOR,27 Dec 2009,L3633118,S5994201
1169,Common Potoo - Nyctibius griseus,3,La Selva Lodge,EC-U,19 Dec 2008,L471722,S4374956
1170,Northern Potoo - Nyctibius jamaicensis,2,GT-Peten-Flores-El Zotz - San Miguel - La Pelotada Biotope - 17.2100x-89.6274,GT-PE,11 May 2017,L5817552,S36750590
1171,Andean Potoo - Nyctibius maculosus,1,Cordillera Guacamayos--Trail from parking area,EC-N,02 Dec 2008,L468859,S4346777
1172,Oilbird - Steatornis caripensis,60,Moyobamba road,PE-SAM,22 Dec 2009,L853088,S5980301
1173,Australian Owlet-nightjar - Aegotheles cristatus,1,Wanganella Swamp,AU-NSW,05 Dec 2017,L2543230,S40931898
1174,White-chested Swift - Cypseloides lemosi,4,Upper Loreto Road (800-1400 m),EC-N,28 Nov 2008,L468856,S4346725
1175,White-chinned Swift - Cypseloides cryptus,2,ACP Abra Patricia--Owlet Lodge,PE-AMA,04 Jan 2010,L1849237,S6083586
1176,Spot-fronted Swift - Cypseloides cherriei,8,Upper Loreto Road (800-1400 m),EC-N,28 Nov 2008,L468856,S4346725
1177,Chestnut-collared Swift - Streptoprocne rutila,35,Cabañas San Isidro,EC-N,25 Nov 2008,L489454,S4345460
1178,White-collared Swift - Streptoprocne zonaris,,PN Arenal,CR-A,10 Jan 2006,L325849,S3704822
1179,Silver-rumped Needletail - Rhaphidura leucopygialis,33,Sri Phang-nga NP--headquarters vicinity,TH-82,17 Feb 2017,L1042659,S34414771
1180,Chimney Swift - Chaetura pelagica,,Manomet Inc.,US-MA,08 Sep 2004,L207383,S3701742
1181,Vaux's Swift - Chaetura vauxi,,PN Carara,CR-P,01 Jan 2006,L447761,S3704816
1182,Sick's Swift - Chaetura meridionalis,4,Parque Urbano,BO-S,02 Aug 2013,L2304701,S14840955
1183,Short-tailed Swift - Chaetura brachyura,4,Upper Loreto Road (800-1400 m),EC-N,28 Nov 2008,L468856,S4346725
1184,Band-rumped Swift - Chaetura spinicaudus,15,Rio Silanche Bird Sanctuary,EC-P,24 Dec 2008,L1396974,S4397681
1185,Gray-rumped Swift - Chaetura cinereiventris,6,Upper Loreto Road (800-1400 m),EC-N,28 Nov 2008,L468856,S4346725
1186,Pale-rumped Swift - Chaetura egregia,2,Yasuni Biological Research Station,EC-D,06 Jan 2011,L685430,S7430519
1187,White-throated Needletail - Hirundapus caudacutus,3,Longcanggou--upper forest,CN-51,02 Jun 2016,L4664269,S30036346
1188,Brown-backed Needletail - Hirundapus giganteus,3,Chiang Dao Wildlife Sanctuary--Wat Tham Pha Plong,TH-50,12 Feb 2017,L1059220,S34316547
1189,Australian Swiftlet - Aerodramus terraereginae,3,Cairns Esplanade,AU-QLD,27 Nov 2017,L930524,S40775460
1190,Himalayan Swiftlet - Aerodramus brevirostris,5,"30.6692x103.9853 - May 23, 2016, 7:43 PM",CN-51,23 May 2016,L4634215,S29867296
1191,Germain's Swiftlet - Aerodramus germani,70,Suvarnabhumi Airport--A wing food court,TH-11,12 Feb 2017,L5427396,S34307266
1192,Alpine Swift - Apus melba,3,"Yunquera, Grazalema",ES-AN,19 Apr 2008,L918621,S6490712
1193,Mottled Swift - Apus aequatorialis,25,Sof Omar Caves,ET-OR,01 Jan 2015,L3160299,S21525193
1194,Common Swift - Apus apus,,"Costa Del Sol, Spain",ES-AN,03 Apr 2005,L918645,S6489358
1195,Nyanza Swift - Apus niansae,15,Addis Ababa--Ghion Hotel,ET-AA,13 Dec 2014,L3016220,S20878230
1196,Pallid Swift - Apus pallidus,,"Costa Del Sol, Spain",ES-AN,04 Apr 2005,L918645,S6489481
1197,Pacific Swift - Apus pacificus,2,Suvarnabhumi Airport--A wing food court,TH-11,12 Feb 2017,L5427396,S34307266
1198,Salim Ali's Swift - Apus salimalii,15,"31.5663x103.7129 - May 24, 2016, 9:18 AM",CN-51,24 May 2016,L4635090,S29873320
1199,Cook's Swift - Apus cooki,35,Doi Lang - 20.0197x99.1130,TH-50,12 Feb 2017,L5429109,S34317015
1200,House Swift - Apus nipalensis,2,Qinglong Lake,CN-51,06 Jun 2016,L1616778,S30102649
1201,White-throated Swift - Aeronautes saxatalis,,Orange,US-CA,28 Nov 2004,L110984,S3701870
1202,White-tipped Swift - Aeronautes montivagus,15,Junin to Huanaco,PE-PAS,20 Nov 2009,L846525,S5877052
1203,Andean Swift - Aeronautes andecolus,12,Rio Chonta (Valqui F1.1),PE-CAJ,14 Jan 2010,L493415,S6084058
1204,Lesser Swallow-tailed Swift - Panyptila cayennensis,1,Rio Silanche Bird Sanctuary,EC-P,24 Dec 2008,L1396974,S4397681
