Row #,Species,Count,Location,S/P,Date,LocID,SubID
2420,Austral Negrito,1,Chacao,CL-LL,04 Feb 2010,L488817,S5862504
2421,Andean Negrito,8,RN de Junín--Lago Junín/Chinchaycocha,PE-JUN,19 Nov 2009,L846513,S5877050
2422,Riverside Tyrant,1,Islas del Rio Amazonas de Iquitos,PE-LOR,30 Dec 2009,L853885,S5994204
2423,Rufous-tailed Tyrant,2,Carretera La Cumbre,PE-PAS,22 Nov 2009,L846536,S5877054
2424,Jelski's Black-Tyrant,1,ACP Abra Patricia--Owlet Lodge,PE-AMA,05 Jan 2010,L1849237,S6083587
2425,Plumbeous Black-Tyrant,1,PN Calilegua,AR-Y,11 Aug 2013,L756209,S14915683
2426,Cinereous Tyrant,2,Taco Pozo -- South road,AR-G,09 Aug 2013,L2317432,S14915680
2427,White-winged Black-Tyrant,5,Chucho Acha,PE-JUN,26 Nov 2009,L846542,S5877060
2428,Spectacled Tyrant,4,Spec Tyrant spot,CL-LL,08 Feb 2010,L846326,S5875534
2429,Drab Water Tyrant,1,La Selva Lodge,EC-U,16 Dec 2008,L471722,S4374954
2430,Yellow-browed Tyrant,1,Taco Pozo -- South road,AR-G,09 Aug 2013,L2317432,S14915680
2431,Little Ground-Tyrant,3,Riberalta--Hamburgo,BO-B,30 Aug 2013,L2337822,S15050534
2432,Spot-billed Ground-Tyrant,4,PN Conguillío,CL-AR,09 Feb 2010,L571161,S5888993
2433,Taczanowski's Ground-Tyrant,5,Distrito Marcapomacocha,PE-JUN,28 Nov 2009,L490717,S5877063
2434,Puna Ground-Tyrant,40,Distrito Marcapomacocha,PE-JUN,28 Nov 2009,L490717,S5877063
2435,Cinereous Ground-Tyrant,1,Laguna del Maule and environs,CL-ML,03 Feb 2010,L843341,S5853332
2436,White-fronted Ground-Tyrant,3,Distrito Marcapomacocha,PE-JUN,28 Nov 2009,L490717,S5877063
2437,Ochre-naped Ground-Tyrant,3,Distrito Marcapomacocha,PE-JUN,28 Nov 2009,L490717,S5877063
2438,Rufous-naped Ground-Tyrant,2,RN de Junín--Lago Junín/Chinchaycocha,PE-JUN,20 Nov 2009,L846513,S5877051
2439,White-browed Ground-Tyrant,5,Laguna del Maule and environs,CL-ML,03 Feb 2010,L843341,S5853332
