Row #,Species,Count,Location,S/P,Date,LocID,SubID
802,Chilean Skua,4,Valparaíso--Pelágico,CL-VS,11 Feb 2010,L570161,S5888994
803,South Polar Skua,1,BBC Pelagic 24 Aug 2014--leg 14,US-MA,24 Aug 2014,L3093138,S21995584
804,Pomarine Jaeger,1,Veatch Canyon,US-MA,26 Aug 2006,L481142,S3704688
805,Parasitic Jaeger,,Barnstable,US-MA,11 Jun 2005,L111983,S3704739
806,Long-tailed Jaeger,,Barnstable,US-MA,11 Jun 2006,L111983,S3704719
807,Dovekie,1,Cape Ann (please use more refined location),US-MA,18 Dec 2005,L501990,S3704735
808,Common Murre,1,Cape Ann (please use more refined location),US-MA,18 Dec 2005,L501990,S3704735
809,Thick-billed Murre,,Essex,US-MA,02 Feb 2005,L111987,S3701847
810,Razorbill,,Essex,US-MA,01 Jan 2005,L111987,S3701839
811,Black Guillemot,,Essex,US-MA,01 Jan 2005,L111987,S3701839
812,Pigeon Guillemot,1,Seward--Waterfront (by Iditarod Memorial),US-AK,13 Jul 2012,L586756,S11149761
813,Spectacled Guillemot,4,Hokkaido--Onnemoto area,JP-01,27 Dec 2013,L2484668,S16086141
814,Long-billed Murrelet,1,根室市--納沙布岬 (Nemuro--Cape Nosappu),JP-01,27 Dec 2013,L1560010,S16086133
815,Marbled Murrelet,12,Seward--Waterfront (by Iditarod Memorial),US-AK,13 Jul 2012,L586756,S11149761
816,Kittlitz's Murrelet,31,Kenai Fjords tour -- 8.5h trip,US-AK,14 Jul 2012,L1624099,S11154769
817,Scripps's Murrelet,1,Santa Cruz Island--Prisoners Harbor,US-CA,08 Jan 2008,L375253,S3488502
818,Ancient Murrelet,111,Kenai Fjords tour -- 8.5h trip,US-AK,14 Jul 2012,L1624099,S11154769
819,Cassin's Auklet,2,Santa Cruz Island--Prisoners Harbor,US-CA,08 Jan 2008,L375253,S3488502
820,Parakeet Auklet,3,Kenai Fjords tour -- 8.5h trip,US-AK,14 Jul 2012,L1624099,S11154769
821,Crested Auklet,2,Cape Nome,US-AK,22 May 2013,L464529,S14209232
822,Rhinoceros Auklet,6,Santa Cruz Island--Prisoners Harbor,US-CA,08 Jan 2008,L375253,S3488502
823,Atlantic Puffin,1,Manomet Point,US-MA,30 Oct 2004,L469938,S3701868
824,Horned Puffin,289,Kenai Fjords tour -- 8.5h trip,US-AK,14 Jul 2012,L1624099,S11154769
825,Tufted Puffin,109,Kenai Fjords tour -- 8.5h trip,US-AK,14 Jul 2012,L1624099,S11154769
826,Swallow-tailed Gull,30,Lima--Pelágico,PE-LIM,20 Jan 2010,L760620,S5877095
827,Black-legged Kittiwake,1,Manomet Point,US-MA,30 Oct 2004,L469938,S3701868
828,Ivory Gull,1,Eastern Point Wildlife Sanctuary & Dog Bar,US-MA,17 Jan 2009,L280303,S4468524
829,Sabine's Gull,3,Stellwagen Bank NMS,US-MA,14 Sep 2008,L582326,S4152825
830,Saunders's Gull,1,那覇市--具志干潟IBA--瀬長島潟 (Naha--Gushi Tidal Flat IBA--Senagajima Lagoon),JP-47,11 Dec 2013,L1480078,S15965921
831,Slender-billed Gull,1,Gibraltar,GI-,16 Apr 2008,L918602,S6490724
832,Bonaparte's Gull,,Manomet Point,US-MA,30 Oct 2004,L469938,S3701868
833,Andean Gull,15,Papallacta--La Virgen y alrededores inmediatos (Pass and immediate vicinity),EC-N,21 Nov 2008,L1491931,S4294428
834,Brown-hooded Gull,4,Lampa,CL-RM,01 Feb 2010,L779208,S5853333
835,Silver Gull,70,Luggage Point (restricted access due to construction 2018),AU-QLD,24 Nov 2017,L2559152,S40702350
836,Gray-hooded Gull,43,Refugio de Vida Silvestre Los Pantanos de Villa,PE-LIM,29 Nov 2009,L492947,S5877064
837,Black-headed Gull,3,Cape Ann (please use more refined location),US-MA,18 Dec 2005,L501990,S3704735
838,Brown-headed Gull,1,"CN-Sichuan-G213 - 33.8462x102.9358 - May 26, 2016, 7:44 PM",CN-51,26 May 2016,L4641169,S29914768
839,Little Gull,,"Costa Del Sol, Spain",ES-AN,16 Apr 2005,L918645,S6489476
840,Ross's Gull,1,Tupper Lake Boat Launch,US-NY,28 Jan 2017,L5377236,S33987171
841,Dolphin Gull,2,Yaldad,CL-LL,07 Feb 2010,L846316,S5875543
842,Gray Gull,2,Lima--Pelágico,PE-LIM,20 Jan 2010,L760620,S5877095
843,Laughing Gull,,Manomet Inc.,US-MA,01 Sep 2004,L207383,S3701896
844,Franklin's Gull,,Puntarenas,CR-P,03 Jan 2006,L295309,S3704824
845,Mediterranean Gull,,"Costa Del Sol, Spain",ES-AN,07 Apr 2005,L918645,S6489353
846,Pallas's Gull,1,八代市--八代海岸 (Yatsushiro--Yatsushiro coast),JP-43,22 Dec 2013,L1890694,S16059241
847,Audouin's Gull,,"Costa Del Sol, Spain",ES-AN,07 Apr 2005,L918645,S6489353
848,Belcher's Gull,110,Refugio de Vida Silvestre Los Pantanos de Villa,PE-LIM,29 Nov 2009,L492947,S5877064
849,Black-tailed Gull,4,Uchinada--canal,JP-17,18 Dec 2013,L2472508,S16009307
850,Pacific Gull,1,"Begola Wetlands, Ocean Grove",AU-VIC,07 Dec 2017,L2548630,S41005568
851,Heermann's Gull,,Orange,US-CA,26 Nov 2004,L110984,S3704737
852,Mew Gull,1,Essex,US-MA,04 Jan 2007,L111987,S3703445
853,Ring-billed Gull,,Arlington Reservoir,US-MA,02 Oct 2004,L358557,S3701761
854,Western Gull,,Orange,US-CA,28 Nov 2004,L110984,S3701870
855,Yellow-footed Gull,1,Salton Sea--south end,US-CA,30 Dec 2007,L326350,S3488513
856,California Gull,,Orange,US-CA,26 Nov 2004,L110984,S3704737
857,Herring Gull,,Manomet Inc.,US-MA,31 Aug 2004,L207383,S3701848
858,Yellow-legged Gull,,"Costa Del Sol, Spain",ES-AN,02 Apr 2005,L918645,S6489357
859,Iceland Gull,,Essex,US-MA,01 Jan 2005,L111987,S3701839
860,Lesser Black-backed Gull,,Plymouth,US-MA,15 Oct 2005,L111994,S3701919
861,Slaty-backed Gull,1,Niles Pond & Brace Cove,US-MA,26 Dec 2007,L457419,S31879048
862,Glaucous-winged Gull,1,Salton Sea--south end,US-CA,30 Dec 2007,L326350,S3488513
863,Glaucous Gull,,Essex,US-MA,21 Jan 2006,L111987,S3703430
864,Great Black-backed Gull,,Manomet Inc.,US-MA,31 Aug 2004,L207383,S3701848
865,Kelp Gull,50,Refugio de Vida Silvestre Los Pantanos de Villa,PE-LIM,29 Nov 2009,L492947,S5877064
866,Brown Noddy,4000,Great Barrier Reef--Michaelmas Cay,AU-QLD,02 Dec 2017,L949007,S40853387
867,Black Noddy,1,Great Barrier Reef--Michaelmas Cay,AU-QLD,02 Dec 2017,L949007,S40853387
868,Sooty Tern,2000,Great Barrier Reef--Michaelmas Cay,AU-QLD,02 Dec 2017,L949007,S40853387
869,Bridled Tern,5,Veatch Canyon to East Atlantis Canyon,US-MA,04 Sep 2009,L777202,S5323331
870,Aleutian Tern,2,Kenai NWR--Headquarters (Soldotna),US-AK,14 Jul 2012,L551465,S11155545
871,Little Tern,6,"Barbate, Vejer de la Frontera",ES-AN,09 Apr 2008,L918620,S6490717
872,Least Tern,,"Vinebrook Rd yard, Manomet",US-MA,29 May 2005,L4090838,S3703343
873,Yellow-billed Tern,3,La Selva Lodge,EC-U,19 Dec 2008,L471722,S4374956
874,Large-billed Tern,1,La Selva Lodge,EC-U,19 Dec 2008,L471722,S4374956
875,Gull-billed Tern,,"Costa Del Sol, Spain",ES-AN,16 Apr 2005,L918645,S6489476
876,Caspian Tern,,Monroe,US-FL,28 Jan 2005,L111131,S3704704
877,Inca Tern,1840,Lima--Pelágico,PE-LIM,20 Jan 2010,L760620,S5877095
878,Black Tern,,Barnstable,US-MA,04 Sep 2005,L111983,S3703425
879,White-winged Tern,1,Camargue--route D779 (Étangs),FR-K,03 Apr 2014,L2751480,S17721121
880,Whiskered Tern,,"Costa Del Sol, Spain",ES-AN,16 Apr 2005,L918645,S6489476
881,Roseate Tern,,Barnstable,US-MA,04 Sep 2005,L111983,S3703425
882,Black-naped Tern,1,Laem Phak Bia--sandspit,TH-76,20 Feb 2017,L1829142,S34558754
883,Common Tern,,Manomet Inc.,US-MA,01 Sep 2004,L207383,S3701896
884,Arctic Tern,1,Gooseberry Neck,US-MA,13 May 2006,L455897,S11579529
885,South American Tern,110,Transbordador Pargua-Chacao,CL-LL,04 Feb 2010,L1033571,S5862503
886,Forster's Tern,,Barnstable,US-MA,04 Sep 2005,L111983,S3703425
887,Snowy-crowned Tern,1,Caulín,CL-LL,05 Feb 2010,L516521,S5862510
888,Royal Tern,,San Diego,US-CA,30 Nov 2004,L110991,S3704644
889,Great Crested Tern,3,Laem Phak Bia--sandspit,TH-76,20 Feb 2017,L1829142,S34558754
890,Sandwich Tern,,"Costa Del Sol, Spain",ES-AN,17 Apr 2005,L918645,S6489477
891,Elegant Tern,8,Refugio de Vida Silvestre Los Pantanos de Villa,PE-LIM,29 Nov 2009,L492947,S5877064
892,Lesser Crested Tern,600,Great Barrier Reef--Michaelmas Cay,AU-QLD,02 Dec 2017,L949007,S40853387
893,Black Skimmer,,Monroe,US-FL,28 Jan 2005,L111131,S3704704
894,Chestnut-bellied Sandgrouse,350,Aledeghi Wildlife Reserve,ET-AF,23 Dec 2014,L2846177,S21016137
895,Black-bellied Sandgrouse,4,Cabo de Gata-Níjar PNat--Area General,ES-AN,28 Apr 2008,L918617,S6490734
896,Yellow-throated Sandgrouse,15,Gibe Gorge,ET-SN,12 Jan 2015,L3161011,S21327570
897,Black-faced Sandgrouse,175,Dawa River track,ET-OR,05 Jan 2015,L2099169,S21525200
898,Lichtenstein's Sandgrouse,4,Bilen Lodge,ET-AF,22 Dec 2014,L3236312,S21016101
899,Four-banded Sandgrouse,1,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S20911169
900,Rock Pigeon,,Figueira da Foz,PT-06,05 Jun 1998,L6605433,S41304768
901,Hill Pigeon,40,"CN-Sichuan-S301 - 32.8596x103.6468 - May 26, 2016, 8:15 PM",CN-51,26 May 2016,L4641227,S29915111
902,Snow Pigeon,2,Balangshan--tunnel area,CN-51,30 May 2016,L4658447,S30004316
903,Speckled Pigeon,40,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S20911169
904,White-collared Pigeon,6,Sululta Plains -- stop #1,ET-OR,19 Dec 2014,L3289434,S21327432
905,Stock Dove,3,"Helsinki--Viikki, Vanhankaupunginlahti",FI-18,06 Jun 2015,L2975220,S23796256
906,Common Wood-Pigeon,,"Costa Del Sol, Spain",ES-AN,17 Apr 2005,L918645,S6489477
907,Rameron Pigeon,3,Wondo Genet Forestry College,ET-SN,30 Dec 2014,L2099184,S21525186
908,Lemon Dove,1,Debre Libanos Monastery,ET-OR,19 Dec 2014,L1550645,S21015720
909,Ashy Wood-Pigeon,1,Doi Lang--western army checkpoint,TH-50,13 Feb 2017,L5433014,S34340587
910,Japanese Wood-Pigeon,2,"Fungawa Dam, Okinawa",JP-47,11 Dec 2013,L2466801,S15965915
911,White-headed Pigeon,4,O'Reilly's Rainforest Retreat,AU-QLD,26 Nov 2017,L921568,S40731329
912,Pale-vented Pigeon,3,La Selva Lodge,EC-U,18 Dec 2008,L471722,S4374955
913,Scaled Pigeon,,PN Arenal,CR-A,09 Jan 2006,L325849,S3704817
914,Scaly-naped Pigeon,7,P.N. Sierra de Baoruco--Near Park Sign,DO-10,18 Mar 2012,L296440,S10215771
915,Picazuro Pigeon,18,Río Yala,AR-Y,04 Aug 2013,L844832,S14872051
916,Spot-winged Pigeon,2,Junin to Huanaco,PE-PAS,20 Nov 2009,L846525,S5877052
917,White-crowned Pigeon,,Monroe,US-FL,28 Jan 2005,L111131,S3704704
918,Red-billed Pigeon,,"Costa Rica, Carara, Arenal, Monteverde",CR-A,31 Dec 2005,L508496,S3704814
919,Plain Pigeon,1,Rabo de Gato,DO-10,18 Mar 2012,L296450,S10215620
920,Band-tailed Pigeon,2,Cave Creek Canyon--South Fork,US-AZ,14 Jul 2007,L129099,S3681755
921,Chilean Pigeon,7,RN Altos de Lircay,CL-ML,02 Feb 2010,L1186273,S5853334
922,Peruvian Pigeon,4,Balsas border,EC-Z,07 Jan 2010,L863241,S6083592
923,Plumbeous Pigeon,1,Upper Loreto Road (800-1400 m),EC-N,28 Nov 2008,L468856,S4346725
924,Ruddy Pigeon,6,Upper Loreto Road (800-1400 m),EC-N,23 Nov 2008,L468856,S4346724
925,Short-billed Pigeon,,PN Carara,CR-P,01 Jan 2006,L447761,S3704816
926,European Turtle-Dove,2,Laguna de Medina,ES-AN,08 Apr 2008,L918604,S6490716
927,Dusky Turtle-Dove,12,Addis Ababa--Ag Palace Hotel,ET-AA,13 Dec 2014,L3215213,S20876311
928,Oriental Turtle-Dove,2,Okinawa - Route 2,JP-47,09 Dec 2013,L2460203,S15906521
929,Eurasian Collared-Dove,,Miami-Dade,US-FL,17 Jan 2005,L111100,S3704724
930,African Collared-Dove,2,Dulecha--east of town,ET-AF,22 Dec 2014,L3328942,S21613409
931,White-winged Collared-Dove,2,Dawa River track,ET-OR,05 Jan 2015,L2099169,S21525200
932,Mourning Collared-Dove,3,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S20911169
933,Red-eyed Dove,1,Addis Ababa--Ag Palace Hotel,ET-AA,13 Dec 2014,L3215213,S20876311
934,Ring-necked Dove,4,Bishangari Lodge,ET-OR,28 Dec 2014,L2825615,S21296221
935,Vinaceous Dove,60,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S20911169
936,Red Collared-Dove,14,"Magic Wood, Yangkou",CN-32,22 May 2016,L4632011,S29867851
937,Spotted Dove,2,Haiyinsi Temple Wood (海印寺),CN-32,21 May 2016,L2813496,S29867852
938,Laughing Dove,1,Jemma Valley--Lemi escarpment,ET-AM,20 Dec 2014,L1550642,S21015734
939,Barred Cuckoo-Dove,5,Khao Yai NP--Trail B,TH-26,24 Feb 2017,L5505287,S34747954
940,Brown Cuckoo-Dove,13,Gold Creek Reservoir,AU-QLD,25 Nov 2017,L976352,S40714707
941,Little Cuckoo-Dove,1,Kaeng Krachan NP - 12.8038x99.4277,TH-76,21 Feb 2017,L5493051,S34610671
942,Emerald-spotted Wood-Dove,3,Awash NP--southern section,ET-AF,24 Dec 2014,L1550655,S21612603
943,Black-billed Wood-Dove,12,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S20911169
944,Blue-spotted Wood-Dove,1,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S20911169
945,Tambourine Dove,7,Bishangari Lodge,ET-OR,28 Dec 2014,L2825615,S21296221
946,Namaqua Dove,7,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S20911169
947,Asian Emerald Dove,2,Xishuangbanna Tropical Botanical Garden (西双版纳热带植物园),CN-53,09 Jun 2016,L2356004,S30143704
948,Pacific Emerald Dove,1,Gold Creek Reservoir,AU-QLD,25 Nov 2017,L976352,S40714707
949,Common Bronzewing,1,"AU-QLD-Lamington National Park Road (-28.0935,153.1086)",AU-QLD,27 Nov 2017,L6514417,S40770811
950,Brush Bronzewing,2,Toolangi State Forest--Wirrawilla Rainforest,AU-VIC,07 Dec 2017,L2301671,S40948356
951,Crested Pigeon,2,Luggage Point (restricted access due to construction 2018),AU-QLD,24 Nov 2017,L2559152,S40702350
952,Squatter Pigeon,9,Granite Gorge Nature Park,AU-QLD,29 Nov 2017,L3324785,S40799377
953,Wonga Pigeon,1,Gold Creek Reservoir,AU-QLD,25 Nov 2017,L976352,S40714707
954,Zebra Dove,2,Suvarnabhumi Airport--A wing food court,TH-11,12 Feb 2017,L5427396,S34307266
955,Peaceful Dove,1,Sandy Camp Road Wetlands,AU-QLD,24 Nov 2017,L1788977,S40702365
956,Bar-shouldered Dove,5,Sandy Camp Road Wetlands,AU-QLD,24 Nov 2017,L1788977,S40702365
957,Inca Dove,,PN Carara,CR-P,02 Jan 2006,L447761,S3704826
958,Common Ground-Dove,,Miami-Dade,US-FL,26 Jan 2005,L111100,S3704686
959,Plain-breasted Ground-Dove,3,Mocupe,PE-LAM,18 Jan 2010,L863288,S6084062
960,Ruddy Ground-Dove,,PN Carara,CR-P,01 Jan 2006,L447761,S3704816
961,Ecuadorian Ground-Dove,1,Via Jaen-San Ignacio--Las Juntas,PE-CAJ,07 Jan 2010,L2462138,S6083590
962,Picui Ground-Dove,4,Drive from La Serena to Santiago,CL-CO,31 Jan 2010,L843343,S5853331
963,Croaking Ground-Dove,12,Bagua Chica (Valqui F7.1),PE-AMA,06 Jan 2010,L493593,S6083589
964,Blue Ground-Dove,,PN Arenal,CR-A,10 Jan 2006,L325849,S3704822
965,Bare-faced Ground-Dove,6,Rio Chonta (Valqui F1.1),PE-CAJ,14 Jan 2010,L493415,S6084058
966,Bare-eyed Ground-Dove,77,El Infiernillo (AICA TU07),AR-T,07 Aug 2013,L838297,S14878539
967,Black-winged Ground-Dove,41,Antisana,EC-P,14 Jan 2009,L634343,S4461252
968,Sapphire Quail-Dove,2,La Selva Lodge,EC-U,16 Dec 2008,L471722,S4374954
969,Ruddy Quail-Dove,2,La Selva Lodge,EC-U,18 Dec 2008,L471722,S4374955
970,White-fronted Quail-Dove,2,Rabo de Gato,DO-10,18 Mar 2012,L296450,S10215620
971,Key West Quail-Dove,2,P.N. Sierra de Baoruco--Near Park Sign,DO-10,18 Mar 2012,L296440,S10215771
972,White-tipped Dove,,PN Carara,CR-P,02 Jan 2006,L447761,S3704826
973,Caribbean Dove,2,Yaax Che Jardín Botánico del Dr. Alfredo Barrera Marín,MX-ROO,24 Dec 2012,L2286958,S12361301
974,Gray-chested Dove,,PN Carara,CR-P,01 Jan 2006,L447761,S3704816
975,Tolima Dove,10,Clarita Botero,CO-TOL,01 Jul 2011,L1252498,S8500415
976,Gray-headed Dove,2,Zona Arqueológica Palenque,MX-CHP,02 Jan 2013,L305877,S12469003
977,Gray-fronted Dove,,Drive between Arenal and San Jose,CR-A,14 Jan 2006,L3340129,S3704823
978,Pallid Dove,1,San Miguel de Los Bancos--Mirador Rio Blanco,EC-P,23 Dec 2008,L627341,S4397726
979,Large-tailed Dove,5,Río Yala,AR-Y,04 Aug 2013,L844832,S14872051
980,White-faced Quail-Dove,1,Reserva de la Biosfera Volcán Tacaná,MX-CHP,05 Jan 2013,L221269,S12533506
981,White-throated Quail-Dove,1,Cabañas San Isidro,EC-N,25 Nov 2008,L489454,S4345460
982,Chiriqui Quail-Dove,,Monteverde,CR-P,08 Jan 2006,L311635,S3704818
983,West Peruvian Dove,65,Lima to Junin,PE-LIM,18 Nov 2009,L846526,S5877028
984,White-winged Dove,,Miami-Dade,US-FL,30 Jan 2005,L111100,S3701807
985,Zenaida Dove,6,P.N. Sierra de Baoruco--Near Park Sign,DO-10,18 Mar 2012,L296440,S10215771
986,Eared Dove,59,Parque El Ejido,EC-P,16 Nov 2008,L471609,S4276924
987,Mourning Dove,,Manomet Inc.,US-MA,31 Aug 2004,L207383,S3701848
988,Pink-necked Pigeon,12,Ao Phang-nga NP--headquarters vicinity,TH-82,16 Feb 2017,L5444608,S34399932
989,Thick-billed Pigeon,2,Sri Phang-nga NP--headquarters vicinity,TH-82,17 Feb 2017,L1042659,S34417171
990,Bruce's Green-Pigeon,25,Gambela--Dembidolo Road,ET-GA,15 Dec 2014,L3221857,S20925311
991,Wedge-tailed Pigeon,1,Longcanggou birder hotel,CN-51,02 Jun 2016,L4664264,S30036358
992,White-bellied Pigeon,7,御池 (Lake Miike),JP-45,24 Dec 2013,L1483582,S16068184
993,Whistling Green-Pigeon,2,奄美大島--湯湾岳展望台公園 (Amami--Yuwan-dake Observatory Park),JP-46,12 Dec 2013,L2377906,S15965932
994,Wompoo Fruit-Dove,5,"AU-QLD-Lamington National Park Road (-28.1459,153.1131)",AU-QLD,26 Nov 2017,L6514428,S40770900
995,Superb Fruit-Dove,3,Cassowary House (Kuranda),AU-QLD,28 Nov 2017,L920581,S40782662
996,Rose-crowned Fruit-Dove,1,O'Reilly's Rainforest Retreat,AU-QLD,26 Nov 2017,L921568,S40731329
997,Mountain Imperial-Pigeon,1,Doi Lang - 20.0704x99.0956,TH-50,13 Feb 2017,L5433023,S34340575
998,Torresian Imperial-Pigeon,45,Cairns Esplanade,AU-QLD,27 Nov 2017,L930524,S40775460
999,Topknot Pigeon,4,O'Reilly's Rainforest Retreat,AU-QLD,25 Nov 2017,L921568,S40720634
1000,Hoatzin,7,La Selva Lodge,EC-U,16 Dec 2008,L471722,S4374954
1001,White-cheeked Turaco,1,Debre Libanos Monastery,ET-OR,19 Dec 2014,L1550645,S21015720
1002,Prince Ruspoli's Turaco,1,Genale River area,ET-OR,03 Jan 2015,L2099176,S21613528
1003,Bare-faced Go-away-bird,3,Yabello--west side of town,ET-OR,07 Jan 2015,L3284841,S21297125
1004,White-bellied Go-away-bird,2,Afar Plains -- first spot,ET-AF,22 Dec 2014,L3314774,S21523975
1005,Eastern Plantain-eater,2,Melka Ghebdu,ET-AM,21 Dec 2014,L1550664,S21523977
1006,Guira Cuckoo,2,Drive between Salvador Mazza and Embarcacion,AR-A,03 Aug 2013,L2306024,S14848133
1007,Greater Ani,2,La Selva Lodge,EC-U,16 Dec 2008,L471722,S4374954
1008,Smooth-billed Ani,,Miami-Dade,US-FL,25 Jan 2005,L111100,S3701934
1009,Groove-billed Ani,,PN Carara,CR-P,01 Jan 2006,L447761,S3704816
1010,Striped Cuckoo,1,Rio Silanche Bird Sanctuary,EC-P,24 Dec 2008,L1396974,S4397681
1011,Lesser Ground-Cuckoo,2,Playa Zipolite scrubby track,MX-OAX,08 Jan 2013,L1874783,S12537192
1012,Greater Roadrunner,2,Sweetwater Wetlands,US-AZ,14 Jan 2007,L208918,S3681626
1013,Banded Ground-Cuckoo,1,Reserva Mangaloma,EC-P,28 Dec 2010,L600104,S7323416
1014,Coral-billed Ground-Cuckoo,1,Khao Yai NP--Pha Dieo Dai nature trail,TH-26,25 Feb 2017,L1439503,S34778917
1015,Senegal Coucal,1,Gambela--Dembidolo Road,ET-GA,15 Dec 2014,L3221857,S20925311
1016,Blue-headed Coucal,3,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S20911169
1017,White-browed Coucal,1,Gambela--Metu Road track,ET-GA,14 Dec 2014,L3219566,S20911169
1018,Greater Coucal,1,XTBG--east/west bridge area,CN-53,09 Jun 2016,L4684882,S30143597
1019,Lesser Coucal,4,"Magic Wood, Yangkou",CN-32,23 May 2016,L4632011,S29854154
1020,Pheasant Coucal,1,Banksia Park (St Lucia),AU-QLD,25 Nov 2017,L1206404,S40714684
1021,Chestnut-breasted Malkoha,1,Sri Phang-nga NP--headquarters vicinity,TH-82,19 Feb 2017,L1042659,S34487911
1022,Green-billed Malkoha,3,Navamin Lake,TH-50,12 Feb 2017,L1935064,S34312777
1023,Great Spotted Cuckoo,1,Awash NP--southern section,ET-AF,23 Dec 2014,L1550655,S21523968
1024,Little Cuckoo,1,Mindo--general area (*Please consider using a more specific hotspot or personal location when possible.),EC-P,23 Dec 2008,L574561,S4397710
1025,Squirrel Cuckoo,,Drive between Arenal and San Jose,CR-A,14 Jan 2006,L3340129,S3704823
1026,Black-bellied Cuckoo,2,Yasuni Biological Research Station,EC-D,06 Jan 2011,L685430,S7430519
1027,Dark-billed Cuckoo,1,Cerro Urania,CO-VAU,08 Jun 2011,L1193327,S8408934
1028,Yellow-billed Cuckoo,,Manomet Inc.,US-MA,30 Sep 2004,L207383,S3704710
1029,Mangrove Cuckoo,2,Botanical Gardens,DO-01,17 Mar 2012,L1456462,S10193242
1030,Black-billed Cuckoo,,Wompatuck SP,US-MA,14 May 2005,L207418,S3703327
1031,Bay-breasted Cuckoo,1,Rabo de Gato,DO-10,18 Mar 2012,L296450,S10215620
1032,Hispaniolan Lizard-Cuckoo,3,Botanical Gardens,DO-01,17 Mar 2012,L1456462,S10193242
1033,Asian Koel,1,"Magic Wood, Yangkou",CN-32,23 May 2016,L4632011,S29854154
1034,Pacific Koel,1,Sandy Camp Road Wetlands,AU-QLD,24 Nov 2017,L1788977,S40702365
1035,Channel-billed Cuckoo,4,"Indooroopilly Golf Course, Indooroopilly AU-QLD (-27.5168,152.9997)",AU-QLD,25 Nov 2017,L6506002,S40714685
1036,Asian Emerald Cuckoo,1,Doi Inthanon NP--Mae Ouam (Km 34.5),TH-50,15 Feb 2017,L971578,S34379382
1037,Violet Cuckoo,1,Xishuangbanna Tropical Botanical Garden (西双版纳热带植物园),CN-53,09 Jun 2016,L2356004,S30143704
1038,Dideric Cuckoo,1,Gambela--Dembidolo Road,ET-GA,15 Dec 2014,L3221857,S20925311
1039,Klaas's Cuckoo,2,Wondo Genet Forestry College,ET-SN,30 Dec 2014,L2099184,S21525186
1040,African Emerald Cuckoo,1,Jemma Valley--tributary south of river crossing,ET-AM,20 Dec 2014,L3284861,S21312893
1041,Horsfield's Bronze-Cuckoo,1,Beach Road Boat Ramp,AU-VIC,08 Dec 2017,L3275625,S41005562
1042,Shining Bronze-Cuckoo,3,O'Reilly's Rainforest Retreat,AU-QLD,26 Nov 2017,L921568,S40731329
1043,Little Bronze-Cuckoo,1,Freshwater and Saltwater Lakes (Centenary Lakes),AU-QLD,27 Nov 2017,L3319994,S40775513
1044,Fan-tailed Cuckoo,2,Gold Creek Reservoir,AU-QLD,25 Nov 2017,L976352,S40714707
1045,Banded Bay Cuckoo,1,Doi Lang - 20.0833x99.0981,TH-50,12 Feb 2017,L5429122,S34317093
1046,Plaintive Cuckoo,1,XTBG--flower garden,CN-53,08 Jun 2016,L4682617,S30132484
1047,Brush Cuckoo,2,Gold Creek Reservoir,AU-QLD,25 Nov 2017,L976352,S40714707
1048,Square-tailed Drongo-Cuckoo,8,Xishuangbanna Tropical Botanical Garden (西双版纳热带植物园),CN-53,09 Jun 2016,L2356004,S30143704
1049,Large Hawk-Cuckoo,2,Jiuzhaigou NNR--Mirror Lake area,CN-51,25 May 2016,L4641213,S29915045
1050,Hodgson's Hawk-Cuckoo,1,Longcanggou--lower elevations (below central building),CN-51,02 Jun 2016,L4666925,S30050446
1051,Lesser Cuckoo,1,"Magic Wood, Yangkou",CN-32,22 May 2016,L4632011,S29867851
1052,Indian Cuckoo,1,"Magic Wood, Yangkou",CN-32,23 May 2016,L4632011,S29854154
1053,Himalayan Cuckoo,1,Balangshan--tunnel area,CN-51,30 May 2016,L4658447,S30004316
1054,Common Cuckoo,1,"El Rocio, La Rocina",ES-AN,21 Apr 2008,L918618,S6490727
1055,Oriental Cuckoo,1,Longcanggou--lower elevations (below central building),CN-51,02 Jun 2016,L4666925,S30050446
1056,Sooty Owl,1,O'Reilly's Rainforest Retreat,AU-QLD,26 Nov 2017,L921568,S40728818
1057,Australasian Grass-Owl,2,"Forsyth Rd, Atherton",AU-QLD,30 Nov 2017,L4827772,S40817556
1058,Barn Owl,1,Portal,US-AZ,13 Jul 2007,L129060,S3681753
1059,Ashy-faced Owl,1,Rabo de Gato,DO-10,17 Mar 2012,L296450,S10232297
1060,Mountain Scops-Owl,1,Doi Lang - 20.0357x99.1045,TH-50,13 Feb 2017,L5433003,S34340504
1061,Collared Scops-Owl,1,Inthanon Highland Resort,TH-50,14 Feb 2017,L1059241,S34379363
1062,Ryukyu Scops-Owl,2,Okinawa--Aha Dam area,JP-47,10 Dec 2013,L2466886,S15966394
1063,European Scops-Owl,1,Gorges de la Restonica,FR-H,24 Apr 2014,L2073423,S18079495
1064,Flammulated Owl,2,Rustler Park,US-AZ,17 Jul 2007,L129069,S3681758
1065,Western Screech-Owl,2,Sulphur Springs Valley--south of Sunizona,US-AZ,16 Jan 2007,L282458,S3681619
